GID,A00,A10,A20,A30,A40,A50,A60,TOTAL,WD_A00,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_TOTAL,HD_A00,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_TOTAL
다사611484,22.4476,252.3719,80.8489,125.3816,72.5543,312.9357,308.0417,1174.5817,12.6216,223.5967,106.4273,177.122,92.471,391.8562,220.8148,1224.9096,14.2856,308.3936,120.8033,179.506,103.9439,286.947,444.3456,1458.225
다사611485,132.4649,192.0806,72.6113,452.4476,90.1099,266.4103,461.6502,1667.7748000000001,70.901,99.3304,61.76,249.8187,69.7376,155.2436,276.438,983.2293000000001,197.011,103.1695,44.6517,584.65,87.9781,147.8054,422.7843,1588.05
다사612480,345.6282,96.7674,221.5954,152.3115,81.5022,445.3783,384.6764,1727.8594,183.3402,75.3876,291.2977,203.7073,109.989,260.7704,363.4577,1487.9499,325.3444,97.3236,208.7623,172.3644,112.6428,257.1179,192.5546,1366.11
다사612481,375.2673,107.2367,18.1612,70.4291,206.7993,279.8239,161.0424,1218.7599,358.2145,155.3851,14.6999,42.3967,162.8616,170.9702,138.988,1043.516,323.7502,104.0203,24.087,38.674,119.1285,279.0714,173.0045,1061.7359
다사612482,122.6658,89.3624,130.0238,310.8635,171.6224,235.6457,361.7292,1421.9128,174.5957,80.7041,172.0265,343.0601,197.1705,263.237,269.0871,1499.881,125.6224,121.2654,148.4167,319.6454,220.8741,178.6521,237.8529,1352.329
다사612483,208.4499,490.2448,52.3171,123.2142,202.0209,150.0185,327.2386,1553.504,251.3683,685.1951,45.4968,124.998,106.3888,95.8122,397.5452,1706.8044,164.0677,572.18,62.2043,134.9252,107.0257,76.6637,352.9245,1469.9911
다사612484,333.8961,129.0837,347.5588,206.1857,93.9059,122.8257,490.3731,1723.8290000000002,309.3313,167.0785,259.3151,257.8135,77.0716,114.2063,672.3205,1857.1368,346.7949,137.6404,279.8466,287.0064,137.5265,63.1585,495.4713,1747.4445999999998
다사612485,5.345,421.7402,234.8221,28.5685,127.2119,308.3501,199.9183,1325.9561,3.0525,493.6135,152.5879,20.7117,83.1125,423.6356,180.4838,1357.1974999999998,5.6358,280.8524,277.5749,25.3768,113.6684,354.0129,272.6325,1329.7537
다사612486,27.9228,31.8394,220.4296,254.9641,87.8586,433.4366,61.863,1118.3141,18.3169,39.6143,187.1934,262.7776,127.1284,521.7851,31.3724,1188.1881,38.5367,23.0715,318.3135,313.1155,126.3166,355.6199,89.6598,1264.6335
다사612487,242.0881,478.2778,164.7987,58.2105,204.9122,307.2815,242.5896,1698.1584000000003,158.8362,569.3007,126.901,63.4978,150.3435,232.5266,228.2975,1529.7032999999997,358.271,340.5223,155.2673,72.2392,104.1464,268.5895,246.7186,1545.7543
다사613480,120.2124,32.6653,344.1613,480.9785,312.0959,137.344,292.2895,1719.7469,175.425,25.7793,415.0031,676.4637,165.9842,116.1633,299.5809,1874.3994999999998,68.6161,38.2404,486.1399,371.3025,290.6377,77.0604,245.8912,1577.8882
다사613481,488.6688,188.5065,321.1867,47.2773,364.8313,168.4283,337.0896,1915.9885000000002,595.8333,174.9153,274.6023,34.7939,196.7035,92.8672,174.3469,1544.0623999999998,424.8438,104.8575,199.5323,33.8862,225.177,244.6529,322.8979,1555.8475999999998
다사613482,59.8492,127.9076,492.4877,78.5274,243.6451,156.3349,253.7111,1412.463,46.072,174.4207,286.5962,45.9325,210.0774,122.7216,344.9974,1230.8178,36.6523,82.3126,459.4385,97.9583,186.9103,230.1627,167.6422,1261.0769
다사613483,295.8082,386.8718,250.0169,7.1986,74.703,366.9714,349.7509,1731.3208,296.2852,546.3718,175.6972,8.3384,68.2454,231.4849,268.8394,1595.2623,340.7626,277.7671,240.1922,9.1662,99.5123,306.7014,519.0526,1793.1544
다사613484,84.9631,377.5025,384.7313,102.4352,390.8172,415.1668,267.3131,2022.9292,52.4999,205.3192,534.5383,62.366,225.2884,498.2997,182.4589,1760.7704,122.5924,247.9097,417.1873,127.0125,465.0614,331.4249,355.7538,2066.942
다사613485,224.0752,67.0781,256.5094,444.9794,137.0589,81.5628,494.3229,1705.5866999999998,209.9903,61.5118,285.0505,363.2773,180.5255,40.9427,388.4988,1529.7969,163.156,73.5213,138.8236,658.0466,168.0531,116.19,478.3844,1796.1750000000002
다사613486,458.1881,205.1185,492.6332,432.5185,221.4725,342.4831,385.4387,2537.8526000000006,503.1934,107.3525,699.6499,509.1133,225.5826,435.433,474.7324,2955.0571,380.3134,178.7931,659.7784,357.0691,144.6457,465.1731,540.4724,2726.2452
다사613487,321.3287,433.9683,180.1295,14.3124,279.6178,390.7763,191.1088,1811.2418,357.9532,490.7699,167.9761,7.4326,374.8478,553.9029,118.8368,2071.7192999999997,470.7395,604.7078,262.5378,18.126,286.6795,548.6484,236.9178,2428.3568000000005
다사613488,269.0296,141.7623,261.2443,490.886,325.3948,62.0503,316.1569,1866.5242,155.4083,92.8385,266.7067,485.1668,225.0301,60.9152,329.0293,1615.0948999999998,338.4405,159.2405,233.9017,629.8485,368.8147,45.1635,341.7585,2117.1679
다사613489,213.6402,396.3102,111.0262,390.9588,62.966,433.3654,41.4073,1649.6741,250.0779,358.1386,82.4293,233.017,37.4817,597.3562,33.2565,1591.7572,273.3767,449.6818,78.491,300.7013,40.1528,377.9247,37.9286,1558.2569
다사614474,388.183,354.4612,429.5704,418.3926,360.5728,350.6922,453.8793,2755.7515,483.4165,347.5925,492.5819,523.276,498.3135,246.8803,348.7076,2940.7683,504.3673,232.1939,407.7847,339.8058,276.9392,424.4724,362.59,2548.1533
다사614475,499.956,69.6073,249.6913,364.9128,167.6636,311.4311,476.4098,2139.6719000000003,368.6639,42.3294,325.5717,229.5045,133.6022,395.8091,267.5574,1763.0382,542.0001,76.798,297.9698,415.0221,141.5933,453.3682,660.6589,2587.4103999999998
다사614479,454.3795,484.0698,424.4972,92.506,340.3862,262.5043,433.3914,2491.7344,372.7609,374.4411,395.0183,68.9254,453.559,344.5644,242.7466,2252.0157,610.6007,355.2515,505.7245,94.3902,246.0064,182.4367,597.7437,2592.1537
다사614480,452.8327,19.635,488.3098,455.6629,186.3187,220.5761,75.5941,1898.9293,628.1534,12.8495,294.2022,532.9557,182.3277,255.2732,52.2048,1957.9665000000002,436.9287,16.585,702.3409,594.2555,203.0026,128.286,91.2643,2172.663
다사614481,186.59,201.3325,246.7628,149.8974,493.208,215.0579,420.6314,1913.48,129.0578,264.8373,126.815,202.4929,732.9113,266.6922,273.2978,1996.1043,142.5619,225.0065,353.1843,119.502,443.3509,162.9871,215.1168,1661.7095
다사614482,348.767,336.2472,430.6153,330.2812,189.654,46.6214,316.7542,1998.9403,509.7923,356.1912,552.0159,351.9917,268.8106,25.2812,474.6568,2538.7397,477.1415,371.6773,552.1071,441.8134,256.5896,41.3098,359.3149,2499.9536
다사614483,422.9013,301.6253,323.2278,246.0925,206.1809,399.9204,471.4938,2371.442,631.2687,367.8717,317.1176,262.6269,251.0162,357.4339,649.4312,2836.7662,522.6048,316.2825,346.5705,218.8454,281.3756,570.8307,612.305,2868.8145
다사614484,448.5184,478.1932,161.3365,187.5655,384.9612,283.0122,76.6556,2020.2426,303.8073,309.043,109.0968,208.0684,455.3516,230.9019,53.4852,1669.7542000000003,418.6434,239.1233,158.5206,143.88,385.2441,166.6058,60.2085,1572.2257
다사614485,405.9597,376.1503,380.2125,231.125,57.2198,24.5288,317.2596,1792.4557,564.993,563.9789,491.2116,141.0405,59.4449,33.9276,382.6195,2237.2160000000003,232.5944,377.9762,248.4116,305.6967,70.8492,22.1944,213.4965,1471.219
다사614486,363.1763,480.1352,213.9264,202.6602,433.4076,355.5293,443.7172,2492.5522,241.9862,606.1967,117.3519,177.6943,309.1273,347.1137,302.2004,2101.6705,456.4134,528.1733,316.6475,128.7575,405.5689,484.9732,427.9625,2748.4963000000002
다사614487,119.4146,73.9104,53.1764,361.5599,70.5494,398.2389,173.56,1250.4096,160.7621,109.6388,27.4259,210.6721,90.4048,481.3217,227.0165,1307.2419,66.5455,37.4645,76.9463,372.0531,51.4579,471.4992,164.7603,1240.7268
다사614488,123.7311,211.0854,155.8567,33.8513,278.5901,407.0663,485.0988,1695.2797,171.4353,133.7279,161.4593,23.4339,338.7233,531.7867,569.439,1930.0054,132.5889,240.5875,134.8895,28.1558,152.7623,408.0566,398.0023,1495.0429
다사614489,233.0095,187.5894,65.4798,282.9698,488.8255,169.2726,225.7243,1652.8709000000001,270.5642,206.3591,69.9345,278.7178,591.8729,118.7236,155.1254,1691.2975000000001,306.2209,201.4142,59.6726,316.8467,473.4506,221.9735,222.9182,1802.4967000000001
다사614490,206.4583,347.7906,61.5076,440.356,481.5334,479.0298,399.4666,2416.1423000000004,218.5235,229.2546,82.2896,639.1985,701.2587,312.9946,314.4512,2497.9707,301.2649,483.2619,76.6338,322.3729,461.5934,272.5097,578.701,2496.3376
다사614491,43.2429,440.096,412.5475,236.1597,388.2883,102.5226,176.0947,1798.9517,60.7795,321.3081,344.3675,228.7576,543.074,135.8556,243.4683,1877.6106000000002,30.5862,546.4032,221.3237,163.7732,218.3522,92.9017,261.6845,1535.0247000000002
다사615474,104.2649,91.2596,73.0535,321.0661,20.7695,230.2133,407.0405,1247.6674,86.1754,62.3973,61.4717,170.882,13.0354,224.0873,253.854,871.9031,78.9824,56.4548,64.7014,408.6847,26.9596,194.368,236.4614,1066.6123
다사615475,256.0978,398.9855,219.2569,463.7401,113.5748,166.9171,137.6931,1756.2653,350.4184,526.4255,229.2475,499.7492,153.4502,118.9863,81.3809,1959.658,359.5223,513.2915,181.5167,251.382,106.5645,106.2072,127.1856,1645.6698000000001
다사615476,328.213,105.2128,239.805,181.216,278.4884,391.9868,44.3215,1569.2435,348.8132,70.7411,172.8811,176.3035,389.2544,362.1257,25.6779,1545.7969,429.2489,119.9861,309.6325,240.4331,207.8938,380.942,56.751,1744.8874
다사615477,366.4664,294.577,194.759,247.2955,337.026,117.7164,82.2117,1640.0520000000001,513.1316,183.7062,193.5543,142.1802,307.7282,75.9904,60.0913,1476.3822,232.6861,253.1327,196.9395,315.9432,319.2358,176.5577,121.4961,1615.9911
다사615479,68.5898,221.4968,422.1189,467.5047,493.6078,432.8802,165.0324,2271.2306,55.5636,289.7198,295.5557,596.5228,301.4936,278.0602,245.4879,2062.4036,60.3808,116.7545,446.9555,242.1969,642.8879,356.3463,102.9966,1968.5185
다사615480,189.8977,390.9671,283.8118,363.9925,183.1622,488.23,489.4476,2389.5089000000003,262.3603,399.2208,156.0633,259.8662,255.7975,620.0375,342.8125,2296.1581,110.4549,537.1974,162.0363,351.2368,109.8053,731.2316,506.2706,2508.2329
다사615481,369.7077,175.4738,44.3076,130.5102,165.3193,343.4639,186.4884,1415.2709,287.8056,204.5124,23.2546,179.0822,247.5704,510.2934,97.4629,1549.9815,210.6666,182.2192,25.4262,112.2498,98.4881,303.8645,270.9029,1203.8173
다사615482,49.2086,72.4509,232.1301,19.1968,46.2224,164.6305,490.1047,1073.944,38.4626,51.0447,343.8383,27.0125,39.4342,209.9563,269.3987,979.1472999999999,58.7517,50.2117,123.5398,11.3465,32.5962,82.4088,251.9896,610.8443
다사615483,74.2615,454.9911,424.2352,486.4551,322.7093,235.6268,348.1629,2346.4419,44.0425,335.6193,495.8516,720.406,287.6498,221.7434,317.9953,2423.3079,67.7112,443.4971,414.0015,644.8285,332.078,284.1967,502.7452,2689.0582
다사615484,131.0378,21.4365,64.6064,138.0656,445.1173,106.0142,463.1766,1369.4544,129.3727,17.9327,60.0947,96.7425,481.4065,155.2212,436.4657,1377.2359999999999,156.8566,14.0823,66.5591,136.5863,424.1302,63.4015,607.5667,1469.1826999999998
다사615485,341.4179,245.8284,127.93,114.214,308.0067,118.7782,456.9327,1713.1079,504.3665,334.6785,67.3935,136.4148,238.3642,106.4713,474.6002,1862.2889999999998,262.6187,282.7873,155.0213,75.4665,400.7666,78.6616,573.887,1829.2089999999998
다사615486,42.5386,124.6678,68.4643,407.3655,33.2836,38.9083,37.6437,752.8718,53.0486,76.7208,97.0277,551.853,27.517,31.1334,44.2809,881.5814,53.6202,176.5219,100.1609,504.195,27.9888,41.0282,20.2278,923.7428
다사615487,368.8057,297.5629,170.4874,194.7456,413.2222,9.3303,372.1182,1826.2723,324.0753,261.1528,137.7056,274.6607,368.8291,10.5648,334.2504,1711.2387000000003,344.2124,413.7764,134.1709,148.311,518.5331,10.314,226.2626,1795.5804
다사615488,414.964,211.7985,465.0051,207.417,61.3346,216.7503,380.6312,1957.9007,622.3921,212.5507,684.4291,287.9082,44.8068,117.9234,480.109,2450.1193000000003,573.9926,224.6859,622.9214,206.951,32.8275,158.928,540.8398,2361.1462
다사615489,455.2703,322.4653,143.2482,449.1049,457.1349,151.7375,32.3574,2011.3185,328.198,172.7373,144.3636,436.2886,606.9852,85.5784,20.5823,1794.7334000000003,359.7554,370.1287,105.1806,422.9293,628.5014,173.7538,28.1779,2088.4271000000003
다사615490,310.6998,455.6225,369.6072,28.6907,166.8564,405.0086,95.6304,1832.1156,461.8326,299.2947,549.2238,42.5137,153.5214,381.691,91.8662,1979.9433999999999,348.3985,509.1407,316.0726,25.4357,219.977,357.688,87.3023,1864.0148000000002
다사615491,354.2696,202.4084,120.8571,222.008,247.8924,243.0062,255.8182,1646.2599,458.4695,285.7488,84.7659,317.6827,208.1059,156.1714,174.8827,1685.8269,278.9292,172.9626,119.8955,219.6179,339.992,294.8345,215.8462,1642.0778999999998
다사615492,124.2267,346.3395,309.1195,98.552,88.9393,34.3877,33.2009,1034.7656,70.6886,303.6759,235.753,129.2174,51.7168,34.1339,44.9887,870.1743000000001,83.2206,175.743,371.3385,122.2038,119.3959,41.9882,24.5842,938.4742
다사615493,164.0342,160.8168,153.792,154.5106,37.5362,98.2296,406.0093,1174.9287000000002,134.4592,152.5291,182.8941,94.328,43.7502,140.9382,220.8954,969.7941999999999,119.8978,184.242,100.7002,113.6584,48.1098,75.9816,493.6989,1136.2886999999998
다사615494,369.8404,372.6149,317.8064,380.291,331.0203,297.0647,15.0525,2083.6901999999995,402.6261,447.7418,391.1755,341.4665,334.0136,425.6913,16.8667,2359.5815000000002,263.9324,236.274,330.1815,317.8193,190.8146,157.1059,21.9702,1518.0978999999998
다사616477,212.4592,49.5756,468.445,155.6812,380.7273,47.9368,103.4173,1418.2424,174.8503,53.819,444.3364,184.793,530.277,64.1879,117.9672,1570.2308,228.5443,70.8177,654.7437,121.8049,258.6988,64.6686,139.0975,1538.3754999999999
다사616478,138.5832,379.3126,157.003,273.5333,257.3062,478.3853,290.6192,1974.7428,133.8827,535.6299,96.7179,148.6256,291.3399,422.1861,408.8653,2037.2473999999997,153.5226,502.7153,79.6266,334.4667,324.6655,712.8184,416.432,2524.2471000000005
다사616479,425.9451,126.8954,346.8316,400.6788,403.8236,133.813,410.3191,2248.3066,244.5679,105.9213,407.28,225.4231,322.7311,198.7146,492.3609,1996.9989,502.5617,104.4657,282.8384,459.266,555.1971,109.848,381.847,2396.0239
다사616480,292.6267,475.6203,143.5116,376.4511,300.3516,328.585,393.4828,2310.6291,341.5857,638.0886,165.4789,243.9475,280.9179,340.7679,544.1025,2554.889,327.671,242.4442,187.0438,218.3612,317.6732,190.8046,534.2789,2018.2768999999998
다사616481,205.1167,249.3695,222.8651,184.9196,116.733,337.1083,262.919,1579.0312,129.7037,181.2103,154.4784,212.9534,166.2516,491.2416,219.1567,1554.9957,179.7671,359.084,221.7119,189.1383,164.7868,396.7745,209.6468,1720.9094
다사616482,353.2534,355.9489,235.9072,346.7728,255.5573,147.9967,13.8051,1709.2413999999999,364.8209,229.7499,312.2549,468.1423,285.4057,183.105,15.0999,1858.5785999999998,483.7474,314.9749,216.8384,372.1606,356.39,138.9631,16.2554,1899.3298
다사616483,72.8038,4.5081,489.7623,34.615,301.0893,414.0627,179.595,1496.4362,97.08,6.6403,706.5109,40.1571,319.121,584.7672,174.4368,1928.7133,96.2571,6.1646,506.4136,47.9104,307.3609,308.1065,227.2372,1499.4503
다사616484,465.3383,404.243,434.511,100.6218,436.3966,65.0081,339.3374,2245.4562,623.2197,595.6405,530.2065,78.6696,539.4886,37.8051,375.766,2780.7960000000003,388.5817,575.5077,482.0003,57.0748,329.9795,33.3451,197.7998,2064.2889
다사616485,225.5208,72.4979,217.7742,269.6845,127.4468,188.3487,316.6722,1417.9451,319.7434,38.9432,156.2532,341.9747,139.8507,142.1736,330.0058,1468.9445999999998,322.8585,98.9919,196.8362,367.2281,131.8906,265.8607,239.22,1622.886
다사616486,389.5643,395.9167,27.4272,447.8328,474.8405,246.5828,63.6213,2045.7856,561.6094,345.2916,21.7644,610.3278,600.7958,126.0376,55.3838,2321.2104000000004,541.9725,310.6941,25.1455,504.4312,304.2845,280.001,81.9364,2048.4652
다사616487,449.6572,142.7614,145.6066,465.5993,140.8435,488.4099,344.3542,2177.2321,378.8742,77.1834,153.5635,302.9789,76.4454,270.8063,408.4961,1668.3478,233.3815,98.6554,72.9496,488.2323,190.2579,705.7182,393.8675,2183.0624
다사616488,164.2866,167.8543,194.4924,198.3394,322.8484,469.6588,264.8644,1782.3443,158.5121,91.9561,149.7395,202.3148,472.1319,425.9496,278.534,1779.138,117.5718,129.1128,175.821,237.0719,175.3669,621.9564,183.69,1640.5908
다사616489,154.2595,236.3806,141.5468,340.1428,383.9354,423.6723,27.8996,1707.837,143.9412,333.6455,127.2906,419.0524,447.3677,448.7661,28.9319,1948.9954000000002,101.3076,252.5249,207.9554,184.2152,282.7392,309.5222,36.8343,1375.0987999999998
다사616490,446.8165,66.8812,98.5946,167.1961,70.7836,70.3809,347.9088,1268.5617,568.2533,90.8609,131.9597,163.6314,80.5933,78.2484,299.3031,1412.8501,301.0321,81.2621,146.3024,220.3127,50.2943,73.7181,318.8021,1191.7238000000002
다사616491,129.5643,66.4768,70.1768,492.6915,438.5136,173.4563,73.957,1444.8363,135.8711,39.2424,85.3815,553.8323,234.6486,167.3734,75.7505,1292.0998,81.2219,48.131,68.3244,709.0268,380.7598,226.9543,88.2558,1602.674
다사616492,145.7082,172.2894,136.109,58.6277,86.5012,71.1291,41.147,711.5116000000002,107.9804,143.1582,68.4821,53.8791,64.5082,79.4756,29.3345,546.8181000000001,112.3446,122.5891,195.3474,67.962,59.7456,82.0768,22.2737,662.3392
다사616493,130.1955,184.4872,35.2193,44.4292,466.7654,100.4862,246.5332,1208.116,158.2463,94.6386,28.8245,58.9626,668.2003,138.5835,321.9482,1469.404,66.8472,212.7688,19.9069,23.5959,242.8912,118.7154,299.2561,983.9815000000001
다사616494,122.3806,295.2005,159.3473,170.5853,437.1744,169.5532,442.5031,1796.7444,66.2856,282.2666,181.8501,226.1848,499.0357,116.0808,611.2713,1982.9749000000002,72.2535,189.0877,236.8929,152.4116,621.7927,181.1749,623.2772,2076.8905
다사616495,32.9482,284.6625,215.0603,119.206,74.275,75.4488,116.9627,918.5635000000001,39.6035,238.3514,310.6534,142.3555,52.5193,73.9333,66.0329,923.4493000000001,19.6806,147.2088,204.9405,74.7987,53.0112,89.7402,89.5781,678.9580999999998
다사616496,218.0959,485.1744,204.0069,285.2751,376.0623,236.7175,280.8159,2086.148,156.4253,318.271,160.9471,157.0813,405.2241,227.8307,393.676,1819.4555,259.6655,634.1243,127.9796,233.7831,396.2204,129.7398,362.7711,2144.2838
다사617478,136.54,267.5447,428.0217,22.1624,453.8058,267.3608,468.9244,2044.3597999999997,191.4606,175.5141,475.1945,13.3427,241.402,292.8186,251.4477,1641.1802,182.1468,262.3314,265.9413,11.5724,284.3514,137.0496,417.9721,1561.365
다사617479,77.55,266.8882,227.7678,48.2771,308.5864,252.1677,65.902,1247.1392,73.7916,336.4678,170.235,33.8149,316.9125,157.3924,35.1645,1123.7787,61.8538,309.8426,155.9112,48.1098,187.6532,330.2715,68.0779,1161.72
다사617480,475.4815,347.8597,232.1021,437.0658,475.4553,138.7059,234.3036,2340.9739000000004,244.1654,208.6886,170.051,536.9712,375.3336,163.7352,201.1269,1900.0719,285.1203,518.4101,221.1878,631.7836,417.6685,194.7957,147.9807,2416.9467
다사617481,277.5347,131.9752,390.4465,486.9633,485.147,411.1508,1.4306,2184.6481,347.4644,141.5019,195.7083,349.8517,387.491,420.0606,0.9134,1842.9913,280.5255,88.3327,399.2599,504.6611,458.5045,280.8493,1.3534,2013.4864
다사617482,58.3905,1.0292,110.2286,408.2339,361.3219,172.9492,485.6901,1597.8434,30.99,0.9163,114.8386,347.1309,405.368,115.6518,605.8825,1620.7781,58.7792,1.078,93.4754,333.577,395.1424,155.1581,523.9629,1561.173
다사617483,325.5772,349.0684,49.038,203.2124,291.9931,303.5369,431.9421,1954.3681000000001,168.6803,483.8092,71.2299,128.0428,242.1057,378.5309,222.2536,1694.6524,314.9006,225.1182,66.9753,247.0864,375.5755,411.2555,622.6919,2263.6034
다사617484,37.5821,353.9329,487.4809,84.6257,243.2554,148.4012,468.8049,1824.0830999999998,37.9254,274.6355,250.2496,119.2782,269.6735,216.597,260.4177,1428.7769,24.6842,376.0267,717.9771,83.9494,280.733,199.7454,489.5296,2172.6454
다사617485,162.1717,286.6653,438.587,97.4473,87.0819,205.8866,40.0981,1317.9379,202.9374,293.8915,645.3378,98.5094,90.1317,138.419,25.848,1495.0747999999999,219.5306,151.0172,319.1594,83.8025,44.7191,281.2086,40.7921,1140.2295
다사617486,227.2558,103.5208,377.5411,107.2161,234.9333,202.6489,250.7788,1503.8947999999998,182.2082,80.3588,442.5628,132.7155,295.9546,247.6651,311.073,1692.538,232.6533,122.4408,417.0023,65.4626,323.3911,113.8082,360.6734,1635.4317
다사617487,482.9668,147.6107,136.2159,236.9024,306.9498,377.8891,293.6924,1982.2270999999996,560.2841,74.4884,69.4236,201.825,181.2233,300.9673,230.3349,1618.5466000000001,576.9749,192.2682,159.6961,165.7099,249.0137,403.2789,204.6693,1951.611
다사617488,232.4738,211.6724,132.1458,382.4247,133.547,425.6302,68.2148,1586.1087,199.4749,297.3904,91.8022,299.5217,132.3805,359.5543,93.7509,1473.8749,271.4885,208.2121,103.4289,393.7258,140.1012,434.6045,82.7813,1634.3423
다사617489,136.8268,329.97,283.5475,38.8903,22.8689,248.9657,451.7469,1512.8161,111.6228,302.7803,411.5122,40.054,33.508,276.5288,323.4896,1499.4957,138.0381,187.0244,325.8844,55.2044,30.9463,152.3457,544.3095,1433.7527999999998
다사617490,482.9667,468.4939,495.5877,340.6376,227.9772,57.4538,4.1501,2077.267,510.2172,378.1654,703.7123,406.3376,181.0791,53.7624,3.9207,2237.1947000000005,656.3652,444.9647,350.8834,285.396,339.2177,53.3679,2.7178,2132.9127
다사617491,181.1596,486.4606,359.8495,426.5331,332.8088,145.3965,45.8237,1978.0318000000002,202.4164,689.2011,445.3776,427.4135,193.6714,73.1516,31.0165,2062.2481000000002,219.4473,386.8566,340.8081,557.0766,329.3155,121.3427,61.4238,2016.2705999999998
다사617492,114.6263,337.1782,306.8904,184.8652,291.9601,370.4729,47.3737,1653.3668,74.3707,171.5099,401.0685,103.8063,266.3482,482.4802,40.5559,1540.1397,117.1182,278.4711,458.9413,129.2763,289.7437,508.8808,48.654,1831.0854
다사617493,137.9307,492.2487,441.6865,189.391,1.2733,457.1751,331.4737,2051.179,157.4501,589.303,516.9255,235.9076,1.9093,634.2712,208.4324,2344.1991000000003,163.9162,648.1822,592.8607,261.3025,1.1,394.8862,258.887,2321.1348000000003
다사617494,185.6339,269.1066,324.8833,179.4771,13.8224,87.444,321.7181,1382.0854000000002,251.086,183.1909,381.2463,155.9734,10.5535,100.3071,433.5809,1515.9381,141.897,279.8066,344.536,213.6819,14.5288,91.9349,172.2331,1258.6183
다사617495,268.9751,25.9291,0.2473,26.5887,104.5508,313.217,390.9353,1130.4433,225.8284,31.0557,0.2589,28.6195,119.227,178.9972,304.7461,888.7328,346.0806,33.3912,0.3169,38.9878,66.2612,341.3137,422.8306,1249.182
다사617496,446.9121,179.4385,352.2094,318.7087,415.8171,318.1744,220.4552,2251.7154,434.9369,242.9565,194.5126,321.9859,217.7312,164.0243,237.6266,1813.7740000000001,407.5483,128.0063,279.6297,218.5473,247.2374,473.5541,250.7682,2005.2912999999999
다사617497,209.3791,223.0298,138.1514,41.5536,96.8135,388.7733,88.4983,1186.1989999999998,307.1207,262.9079,69.9721,31.0342,103.8964,293.4764,56.4928,1124.9004999999997,224.5255,255.7288,173.4696,34.7176,139.8455,353.6289,129.1377,1311.0536
다사617498,248.3156,8.3057,429.0929,364.5536,254.0909,467.3438,307.4737,2079.1762,196.4775,4.8075,396.7727,369.4835,248.8252,273.7702,291.8756,1782.0122,337.8035,11.4845,379.5436,258.4708,380.3105,538.9034,440.1826,2346.6989000000003
