GID,A00,A10,A20,A30,A40,A50,A60,TOTAL,WD_A00,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_TOTAL,HD_A00,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_TOTAL
다사613485,0.1605,202.7911,130.0216,140.3989,387.361,463.3083,273.962,1598.0034,0.1922,295.971,185.5874,108.2402,432.5405,410.9706,237.6746,1671.1765000000003,0.1799,204.5371,157.3398,91.7711,574.2179,687.2019,172.3844,1887.6320999999998
다사613486,479.5216,359.2288,406.4279,109.4715,227.264,132.8736,468.8362,2183.6236000000004,380.0237,188.8742,217.0269,75.0577,114.6444,109.8125,373.8605,1459.2999,584.5445,287.7415,530.6504,86.8855,171.2438,87.6912,460.4287,2209.1856000000002
다사613487,34.1582,417.759,382.3579,123.2693,135.1475,28.0906,39.9749,1160.7574,27.4787,235.2813,307.0737,130.5178,176.8689,18.8135,48.4666,944.5004999999999,29.1285,453.2486,570.1349,65.226,154.1357,28.9521,28.4107,1329.2364999999998
다사613488,147.6687,459.3828,223.0064,475.8133,293.0354,118.8011,333.6933,2051.401,189.4034,563.7058,246.5769,487.4026,166.5893,98.0779,370.434,2122.1899000000003,151.1209,579.2398,258.5562,256.9322,324.7865,124.3011,391.3363,2086.2729999999997
다사613489,472.3543,27.7599,457.8622,126.1296,86.371,27.2605,240.2543,1437.9918000000002,567.5954,38.7756,299.6516,184.4736,90.8809,39.1417,356.5245,1577.0433,284.0187,29.4836,233.988,107.9349,87.7238,13.9725,213.7185,970.8399999999999
다사614474,285.0184,392.5269,299.5575,56.5426,49.2957,387.4332,125.6805,1596.0548,311.678,414.0241,287.6401,72.5657,70.5507,542.0192,175.6294,1874.1072000000001,154.5348,329.6732,231.1185,67.8466,68.3383,467.2433,185.2213,1503.9759999999999
다사614475,88.5943,185.2903,85.3506,251.9552,61.2501,70.1016,125.1828,867.7248999999999,106.8162,153.2376,103.4781,151.7111,52.4429,91.7615,89.247,748.6943999999999,54.44,152.1212,112.4332,360.3191,42.2332,99.1361,64.2421,884.9249
다사614479,41.5692,496.4924,482.2004,93.0609,160.4926,62.726,373.9654,1710.5068999999999,38.4295,652.7821,598.6323,108.0472,114.5268,54.8806,467.9933,2035.2918,35.6636,687.9293,403.9413,61.8714,96.9386,57.9136,556.726,1900.9838
다사614480,411.7413,229.0503,98.722,24.8285,102.4599,436.9491,53.3824,1357.1335,527.9564,136.7206,67.5794,30.4252,85.9337,581.2952,73.749,1503.6595,323.8403,147.5756,64.1326,30.2707,77.9194,613.2001,59.0912,1316.0299000000002
다사614481,67.567,82.1228,448.4186,16.7163,78.9569,392.8379,347.4619,1434.0814000000003,50.0446,73.0626,360.3977,15.3422,83.7479,489.6454,502.5165,1574.7569,99.071,72.3321,612.9816,17.455,49.6266,238.8238,504.1704,1594.4605000000001
다사614482,20.0411,120.2183,238.4529,264.9275,493.6427,405.5687,409.1831,1952.0343,17.8218,75.5477,173.4111,191.8166,352.4595,484.0407,223.3307,1518.4281,24.8283,93.5678,207.3179,243.6274,482.2843,474.0543,305.2532,1830.9332
다사614483,415.0702,180.6827,74.3814,210.7984,176.0719,425.0813,18.6662,1500.7521,443.7767,115.3379,72.9625,143.2677,112.2753,576.6409,18.6402,1482.9012,486.7827,134.9994,45.3345,242.3141,141.4101,467.4873,14.203,1532.5311000000002
다사614484,28.7772,440.7468,451.5664,285.1939,314.829,193.4672,454.3377,2168.9182,31.7839,592.0835,548.8013,229.0683,418.2137,178.2715,232.401,2230.6232,31.6257,334.5227,507.2456,402.5088,285.4646,204.8424,281.8909,2048.1007
다사614485,145.2191,423.1531,418.8729,344.5553,173.7372,60.636,364.3188,1930.4924,195.7087,439.4761,486.6627,344.1262,134.3689,65.1994,448.7634,2114.3053999999997,175.4966,482.8718,235.0273,301.2801,223.7897,82.8176,353.8644,1855.1475
다사614486,26.9723,358.8594,322.8333,249.0354,43.719,420.9876,330.3539,1752.7609,27.5294,464.5155,240.1497,321.3292,59.5615,397.7695,165.7552,1676.6100000000001,36.0961,404.3668,172.3959,202.0162,30.1388,517.4084,493.7149,1856.1371
다사614487,213.5843,462.3862,166.7558,78.3289,369.6839,55.6191,412.2929,1758.6511,268.4957,626.6649,169.4529,71.4854,315.1535,54.9606,557.1255,2063.3385,154.3358,693.1321,115.5533,43.9339,259.4243,82.8893,418.0665,1767.3352000000004
다사614488,75.0813,304.0161,76.0828,152.9185,245.172,106.3007,92.993,1052.5644,91.5294,378.1491,45.3767,122.6685,324.6804,102.0957,77.5708,1142.0706,84.7735,295.51,80.6759,84.8597,330.1328,67.8597,108.4523,1052.2639
다사614489,342.1387,321.8862,58.223,199.0835,39.0242,191.0232,55.9961,1207.3748999999998,423.9185,355.9781,74.0204,289.4417,57.4302,210.08,78.9645,1489.8334,176.6605,268.8951,75.1652,163.8287,30.6503,142.3921,79.4408,937.0327000000001
다사614490,9.3877,350.1643,312.5021,352.0997,100.7432,380.8553,388.7149,1894.4671999999998,9.5052,447.753,237.6497,374.8142,143.5424,512.8963,206.8468,1933.0076000000001,11.2241,272.9234,462.2952,296.8926,70.3043,245.7149,464.8386,1824.1931000000002
다사614491,419.1347,63.928,391.488,389.0245,239.6126,22.3063,171.8743,1697.3683999999998,499.6846,71.8472,398.2176,200.3988,197.537,24.0744,116.0894,1507.849,242.6362,62.2468,387.6239,303.814,263.3361,11.2691,189.3852,1460.3112999999998
다사615474,487.4131,23.7321,324.1763,336.419,103.6353,65.5549,371.7189,1712.6496,383.2268,22.7814,452.2281,212.4316,110.9579,55.5084,405.813,1642.9471999999996,480.272,30.8234,225.7988,367.8534,138.3855,40.1065,508.9711,1792.2107
다사615475,186.6753,312.0977,125.1156,440.8603,292.1608,87.4155,292.9676,1737.2928000000002,148.9106,172.2413,84.4668,456.3836,297.7237,77.5228,296.9549,1534.2037,115.7827,198.4384,124.7072,273.6617,166.83,118.7098,401.4062,1399.536
다사615476,447.0351,73.163,98.8645,303.0224,293.5482,360.3635,410.7667,1986.7633999999998,589.9904,54.4297,124.3664,364.8647,302.2351,486.3731,383.6605,2305.9199000000003,581.881,78.6828,113.9113,367.2322,225.8623,456.5953,229.8721,2054.037
다사615477,37.1302,145.975,451.7393,88.5586,252.248,352.1428,177.3416,1505.1355,49.7043,168.4895,295.0707,61.4874,203.0774,198.098,175.7424,1151.6697000000001,53.8982,198.7082,518.8908,95.6534,369.6042,459.1803,254.2423,1950.1774
다사615479,416.5463,149.9401,325.7551,378.2325,285.4433,233.612,388.4035,2177.9328,519.4876,144.9632,277.4934,352.9021,350.0407,241.9016,385.4441,2272.2327,268.2563,135.5425,187.4385,276.9832,236.514,263.7119,283.0935,1651.5399
다사615480,220.3418,36.6204,86.8843,148.773,383.7983,329.9838,335.1524,1541.5539999999999,316.3372,18.9669,82.2451,132.0885,282.7295,303.2045,274.7687,1410.3404,291.2399,46.8441,89.4528,91.8324,351.3212,273.2063,446.172,1590.0687
다사615481,298.6534,256.8902,413.2879,57.0251,289.9342,226.4464,473.0886,2015.3258,271.3447,232.5838,614.9433,37.2653,270.2196,158.9531,433.1934,2018.5031999999997,280.4877,233.6553,218.6093,58.0163,350.4657,150.6209,614.3917,1906.2469
다사615482,159.8205,421.3344,485.7934,479.7062,463.3285,485.7965,242.9788,2738.7583,230.3003,565.2352,504.7093,500.7385,364.4558,662.9944,177.875,3006.3085,145.7377,460.6436,403.3783,619.7551,261.5593,407.362,177.409,2475.8450000000003
다사615483,382.1606,385.293,183.5582,80.5867,161.2975,229.2722,346.1461,1768.3143,342.0094,419.0478,162.749,68.2225,133.4212,208.5575,359.3621,1693.3695,546.074,260.3063,142.816,59.0699,186.472,295.6472,454.6301,1945.0155000000002
다사615484,348.1105,277.4037,138.6767,439.9984,17.9866,492.1769,483.8371,2198.1899,481.8132,342.9879,197.952,526.0173,22.1919,622.682,304.9216,2498.5659,227.5934,290.9298,206.125,461.7647,12.4326,336.5627,550.8763,2086.2845
다사615485,48.9884,185.7502,153.4847,140.1679,271.538,143.4749,209.5455,1152.9496,72.4475,243.1702,80.7115,172.3113,195.8643,198.5934,202.7071,1165.8053,72.3394,120.5094,193.393,127.1926,266.8062,153.3344,248.9881,1182.5630999999998
다사615486,121.7898,43.4127,105.8993,254.4871,84.6433,135.0439,296.7921,1042.0682,137.2875,37.9953,155.6012,273.0967,120.6284,97.2925,255.4901,1077.3917000000001,89.8039,24.9448,154.8449,288.8899,125.8211,124.9416,383.4044,1192.6506
다사615487,487.032,404.8676,110.7326,184.0097,423.6873,50.0882,467.1952,2127.6126,548.9465,444.663,161.0858,186.0688,241.338,38.0457,378.1016,1998.2494,562.507,368.9633,159.8024,110.8264,301.8078,54.4763,319.7207,1878.1039
다사615488,288.4146,462.6637,143.3381,491.6398,390.6879,123.0714,322.8232,2222.6387,294.9474,242.0868,106.3593,383.3653,323.4735,148.2846,257.6496,1756.1665,151.2732,372.2197,90.8906,672.0582,334.828,66.8796,416.1406,2104.2898999999998
다사615489,277.5681,188.4999,84.1062,116.375,296.9874,47.9163,82.3091,1093.762,253.7362,252.7181,56.8787,87.346,294.9175,70.361,64.6187,1080.5762,308.5319,131.9923,103.8834,118.9798,419.2449,71.5393,114.9608,1269.1324
다사615490,189.738,448.5574,364.4261,397.1415,429.2944,92.0194,167.4473,2088.6241,96.704,402.6747,362.6232,398.2042,442.7349,71.5252,221.7507,1996.2169,124.0212,573.4614,519.7762,461.6913,566.1424,75.6407,149.6288,2470.3619999999996
다사615491,287.1326,419.5002,284.0509,389.2335,219.7889,207.8085,51.3446,1858.8592,216.6766,309.3423,290.6037,565.7625,267.7198,233.0968,63.1885,1946.3902,339.7746,238.6041,234.9481,336.85,171.7335,122.1243,31.5028,1475.5374000000002
다사615492,414.567,67.5928,182.8874,141.5686,200.404,190.7923,301.1631,1498.9752,236.4976,77.2826,237.9838,110.1393,136.0372,150.2397,360.8888,1309.069,552.4945,87.262,242.9179,171.4649,283.6374,201.332,372.5945,1911.7032000000002
다사615493,2.3294,246.9682,94.7377,154.7726,464.9025,154.4398,497.4838,1615.634,2.2348,216.0262,100.2122,135.8658,607.3811,148.797,529.3706,1739.8877,1.9242,196.3544,112.9521,208.0305,255.8718,186.8994,415.0587,1377.0911
다사615494,188.6741,320.1301,83.1424,236.1364,321.9073,196.7672,247.74,1594.4975,249.5938,383.0135,52.8254,351.3647,398.8582,190.33,244.7641,1870.7497,107.5848,362.2754,70.0947,266.9149,412.4992,116.4176,365.0365,1700.8230999999998
다사616477,421.2968,320.1586,114.5835,148.074,417.4023,17.9391,206.6032,1646.0575000000001,542.6374,335.1786,130.7602,182.2953,519.232,21.0981,273.9559,2005.1574999999998,432.4468,442.9224,74.0901,111.9325,421.8592,12.2749,145.5815,1641.1073999999996
다사616478,314.3722,210.844,379.923,73.6209,459.8978,479.9797,243.4883,2162.1259,201.3906,269.1495,452.7617,58.5414,603.9653,675.7158,220.7907,2482.315,198.4684,248.1892,264.54,71.7042,473.2351,533.1916,310.0485,2099.377
다사616479,218.0334,370.1218,392.4135,70.5885,279.4612,176.0847,448.2507,1954.9538000000002,130.5779,383.9331,318.0461,64.2643,375.6333,110.9567,595.2061,1978.6174999999998,160.652,482.1956,521.6907,77.9154,250.0436,225.9616,461.5804,2180.0393000000004
다사616480,120.6617,314.6426,10.0052,147.7236,208.8311,3.8554,78.0933,883.8129,133.0067,452.8318,6.3287,100.8746,288.8039,2.9326,111.889,1096.6672999999998,125.2109,312.8674,6.6345,130.84,205.4086,3.4482,112.4605,896.8701
다사616481,275.9564,478.2201,375.4364,201.7134,119.3512,1.7132,68.3109,1520.7016,399.2528,471.562,188.592,158.4697,165.4042,1.7604,97.99,1483.0310999999997,201.5371,508.8038,473.6368,206.8134,167.8105,1.8252,75.8929,1636.3197
다사616482,99.1555,252.2264,350.3414,154.5046,98.9737,7.406,428.1851,1390.7927,62.402,303.8676,215.4738,182.0394,72.3831,9.6501,268.2827,1114.0987,138.3469,375.4386,192.3874,201.0516,91.6115,7.5171,269.0615,1275.4146
다사616483,25.2963,212.0008,99.5275,308.2973,86.5665,362.9231,60.8565,1155.468,37.0107,307.3743,69.11,163.6819,104.3212,318.0708,78.011,1077.5799,16.3668,117.5393,52.6953,340.8852,50.411,304.1744,84.9356,967.0076
다사616484,134.7802,147.0342,246.9598,497.8023,382.1853,445.7588,459.6621,2314.1827,102.3302,93.0839,208.1969,632.9074,259.1048,642.4053,396.3954,2334.4239,150.6232,205.3112,344.9383,653.5853,530.7459,280.573,681.4423,2847.2192
다사616485,267.2211,76.8467,239.8659,216.0264,246.0969,247.7881,115.7498,1409.5949,351.6706,95.1136,313.6553,224.0931,303.304,209.1424,171.9316,1668.9106000000002,333.1462,65.9714,299.5514,222.7769,214.9038,364.4365,111.3586,1612.1448000000003
다사616486,318.0558,469.0923,435.492,333.908,474.3895,489.2055,101.8604,2622.0035,291.0739,442.1533,401.3215,454.0352,259.0071,432.6683,139.1973,2419.4566,377.5086,318.0281,639.0441,217.3274,280.7001,712.7321,52.8315,2598.1719
다사616487,87.529,410.4497,314.0329,1.0007,13.7207,71.4528,114.3652,1012.551,88.7785,550.2789,424.2857,0.8826,14.6502,94.7523,90.416,1264.0442,71.6007,358.3539,424.912,1.4469,10.3292,105.8579,93.6454,1066.1460000000002
다사616488,294.2582,127.0949,277.2956,343.1009,162.8096,162.1617,63.4123,1430.1332000000002,329.5022,117.6846,322.7027,276.7204,230.6662,98.8945,36.9048,1413.0754,257.9627,163.2566,318.5868,270.441,193.3432,149.2043,41.8162,1394.6108000000002
다사616489,395.0801,296.0728,347.23,256.6099,216.2463,407.5935,293.2482,2212.0807999999997,338.5186,419.9768,368.8846,241.5117,185.8133,524.8883,178.7124,2258.3057,561.0084,378.1955,356.5973,353.6915,229.0542,291.3834,396.4966,2566.4269
다사616490,353.0168,456.4098,231.536,492.7786,0.107,300.64,468.8421,2303.3302999999996,198.707,396.666,171.1173,375.8022,0.0598,199.3832,355.3563,1697.0918,191.7812,332.5684,215.8312,505.1735,0.1192,378.9558,624.5629,2248.9922
다사616491,307.3517,460.5628,445.3305,221.6379,272.8519,88.9573,20.0353,1816.7273999999998,383.0034,242.7858,522.0334,243.4915,276.7617,96.9331,16.4519,1781.4608,333.9735,433.4347,644.7156,133.3368,247.9577,62.136,28.4656,1884.0199
다사616492,94.6988,149.3665,260.643,24.0015,338.5963,306.53,267.8174,1441.6535,57.9885,137.9066,383.2431,33.8041,233.207,182.4684,292.0528,1320.6705,118.5883,170.3718,276.4655,25.2811,275.8609,242.7846,145.9223,1255.2745
다사616493,421.3992,179.4461,26.0425,304.1258,280.9841,151.4689,355.1857,1718.6523,296.7636,194.7058,19.9354,382.1833,381.544,93.0502,478.7493,1846.9315999999997,385.595,265.4985,14.227,155.6071,232.9024,88.5356,441.3687,1583.7342999999998
다사616494,231.5896,56.2661,116.6328,224.5322,390.1099,455.1682,330.8272,1805.126,301.5279,44.0467,152.7712,240.0585,340.0091,296.2081,239.0687,1613.6902,325.4404,70.6307,148.1451,159.8123,410.1644,374.8023,270.4777,1759.4729000000002
다사616495,485.391,440.3347,228.9325,118.7476,198.1194,428.6031,337.5088,2237.6371,525.9765,336.7202,300.2221,99.0111,268.7219,368.3668,312.5789,2211.5975,255.568,382.0505,127.6479,138.5123,247.7418,531.8036,278.3693,1961.6934
다사616496,39.2929,295.3146,297.7471,294.1189,5.783,48.3633,329.5057,1310.1254999999999,32.0179,255.6538,413.2138,375.1746,3.3751,51.4577,389.7325,1520.6254,49.9409,207.0591,216.9853,389.4437,4.8608,29.492,403.1485,1300.9303
다사617478,436.4128,210.894,286.1812,311.098,197.3022,202.239,451.5263,2095.6535000000003,548.211,242.1989,295.2617,201.7125,220.6232,216.4957,415.2787,2139.7817,457.0663,220.4815,296.4434,293.9795,201.1077,168.614,350.2655,1987.9579
다사617479,266.8598,494.5211,408.4689,227.2529,342.1564,72.8421,191.7925,2003.8937,292.3785,478.6463,499.1972,313.9606,226.7644,108.5026,251.0349,2170.4845,309.8974,559.3891,421.2856,246.1631,461.1351,72.2056,113.6184,2183.6942999999997
다사617480,100.8841,438.1754,9.9174,309.5139,146.2512,51.1064,248.7615,1304.6099000000002,91.7769,384.0995,8.0958,434.5163,144.653,62.062,365.7427,1490.9461999999999,70.1827,223.0345,5.3755,280.6951,134.8879,55.5788,339.1878,1108.9423
다사617481,74.6931,433.1343,112.1549,203.7075,49.0872,41.8048,430.0992,1344.681,75.0724,613.1995,107.1762,243.4596,25.2029,42.9634,500.1063,1607.1803,57.1712,396.0151,127.2671,124.4061,31.5248,58.7134,323.7399,1118.8376
다사617482,478.7266,274.6384,444.5627,48.9161,387.764,213.3594,497.5042,2345.4714,656.7909,217.6452,648.7571,34.2487,554.1248,199.0419,725.5,3036.1086000000005,554.1139,140.5381,623.8936,56.0983,389.9464,258.8757,433.5664,2457.0324
다사617483,94.8605,462.8396,286.6136,48.4954,82.3448,32.8689,94.1607,1102.1834999999999,51.6026,641.0534,359.6968,35.312,89.0813,30.5517,53.9592,1261.257,111.2347,417.457,400.4772,58.6919,48.4984,26.7606,98.8752,1161.995
다사617484,64.9235,185.6772,239.631,103.5552,402.553,277.71,28.6728,1302.7227,92.4046,165.675,275.8812,76.4931,323.1831,295.3529,30.2299,1259.2198,32.626,153.9524,126.8581,76.8202,259.6838,267.8643,25.1431,942.9479000000001
다사617485,13.8034,49.3611,267.7545,184.2217,360.5147,37.0492,252.55,1165.2546,7.5305,53.4526,228.7528,165.4715,314.6319,39.756,310.9853,1120.5806,10.2018,45.7266,366.37,265.2811,438.5732,40.6469,155.9056,1322.7052
다사617486,184.4409,465.3931,258.4846,11.0811,26.1156,333.6911,357.098,1636.3044,274.3134,499.4432,266.1541,14.4308,25.9739,492.426,380.7935,1953.5348999999999,224.2686,486.2391,238.1468,5.9127,17.2688,375.3308,492.2735,1839.4403
다사617487,336.6808,154.1857,118.2543,305.4667,404.7617,466.3836,461.2778,2247.0105999999996,462.4432,176.4795,135.3149,299.2517,588.4504,453.0712,562.0054,2677.0163,262.6242,187.7331,156.5122,355.3348,205.8928,422.3868,322.7164,1913.2003
다사617488,272.5219,109.8898,193.7174,7.8267,202.2934,163.2732,146.2441,1095.7665,198.0791,84.1093,168.1204,7.616,278.6663,137.9009,131.1433,1005.6352999999999,324.3063,100.1402,125.4236,4.7106,252.7001,106.6703,113.613,1027.5641
다사617489,125.3197,18.4841,374.092,316.4332,241.541,30.7888,340.9151,1447.5738999999999,152.7248,27.3535,437.3058,158.2652,338.4617,29.0552,345.4032,1488.5694,135.6776,27.3042,188.6281,426.8958,208.8377,28.2618,462.1048,1477.71
다사617490,484.3495,155.6506,130.5259,15.0474,135.758,123.1984,157.8745,1202.4043000000001,245.8761,150.858,157.6865,11.3136,141.3557,69.6921,174.092,950.8739999999999,371.0298,125.5135,191.5847,18.1786,112.2424,125.7406,93.4755,1037.7650999999998
다사617491,73.9505,148.3021,365.3068,292.7313,123.2065,306.2512,31.6529,1341.4013,97.0463,110.7237,346.4422,156.0446,76.4187,445.5268,33.6624,1265.8646999999999,51.3362,196.176,395.8395,422.0035,104.4013,190.5168,19.0802,1379.3535
다사617492,307.8797,123.4977,420.2475,190.6758,158.8235,432.4206,439.9889,2073.5337,319.9031,161.73,307.8795,168.7233,176.491,523.335,370.266,2028.3279000000002,185.3468,72.9096,593.8,176.4618,196.143,345.4403,658.7673,2228.8688
다사617493,171.8386,123.4269,87.8272,208.7612,205.445,216.6945,226.7033,1240.6967,109.7987,144.2511,123.0186,259.6407,264.3514,262.2619,255.9818,1419.3042,246.7053,69.4861,56.5304,298.7265,118.9198,315.8913,147.7435,1254.0029
다사617494,16.4818,381.2388,155.3256,283.3478,254.3942,91.987,20.3094,1203.0846000000001,13.0401,513.2511,204.943,288.6935,182.0403,49.13,14.7211,1265.8191,23.2183,213.8356,161.2433,307.578,330.0502,47.8219,10.4359,1094.1832
다사617495,347.0756,77.8299,270.3898,411.8737,289.4946,217.2952,9.4797,1623.4385,183.0617,91.5085,194.151,462.9376,196.5483,276.0903,10.3674,1414.6648,312.9596,54.1288,260.9191,601.9089,269.4553,318.5308,9.3446,1827.2471
다사617496,434.0468,152.7438,420.7689,49.4975,144.0645,32.183,478.0061,1711.3106,641.2235,78.3988,315.0075,43.0333,119.3292,19.825,565.0881,1781.9054,458.0356,89.9694,440.2336,54.3113,91.9723,40.3731,616.0317,1790.927
다사617497,337.8105,298.588,395.7705,265.1492,225.7093,100.026,466.9333,2089.9868,280.865,256.5897,304.0016,394.9929,200.6251,145.4781,413.4232,1995.9756,467.4292,405.8957,568.8757,358.1712,225.0815,108.8416,311.0444,2445.3393000000005
다사617498,114.0705,461.1577,420.5253,393.0997,378.0257,281.7386,148.2853,2196.9028,169.4929,395.4557,455.8348,502.8008,358.9296,168.9446,145.9085,2197.3668999999995,120.6387,376.9016,477.5284,231.885,348.4347,280.4769,180.745,2016.6102999999998
