GID,A00,A10,A20,A30,A40,A50,A60,TOTAL,WD_A00,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_TOTAL,HD_A00,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_TOTAL
다사612480,68.9491,404.5767,287.8624,413.1427,432.4377,358.0074,444.936,2409.912,96.2367,511.8799,302.9241,232.1773,403.3548,314.5412,271.2647,2132.3787,65.2533,373.6854,198.8708,473.3003,633.058,427.8154,480.6525,2652.6357000000003
다사612481,76.5705,77.2011,386.2218,115.7057,86.5406,444.0469,382.8488,1569.1354,53.0808,95.8192,514.0503,156.9271,101.6257,629.2162,315.007,1865.7262999999998,50.7912,77.6135,567.7,164.9149,100.9148,655.2395,205.2107,1822.3846000000003
다사612482,453.3445,349.2828,217.0292,90.4318,43.3376,227.2473,86.2543,1466.9275000000002,301.7393,258.7611,122.3145,62.4168,35.9818,199.0486,113.2352,1093.4973,346.8072,398.5271,301.881,110.4939,33.3805,120.9028,69.9032,1381.8956999999998
다사612483,376.9715,411.4287,488.0616,226.8043,237.7058,369.0743,314.4072,2424.4534,430.2857,382.972,496.9772,196.517,129.3688,369.545,326.1919,2331.8576,461.0231,597.8363,377.6627,305.2614,329.0746,536.6161,182.0371,2789.5112999999997
다사612484,299.073,379.7971,423.908,143.1943,131.2099,37.4505,19.2121,1433.8449,333.7842,349.1833,284.1118,87.0517,180.7211,19.087,19.0581,1272.9972,317.5801,261.9671,611.0799,203.3586,120.4672,53.9116,19.4534,1587.8179
다사612485,332.7466,138.0621,310.7915,14.6688,414.9169,255.4947,133.5123,1600.1929,418.4104,114.5171,446.3972,19.3937,225.001,262.8673,90.0457,1576.6323999999997,267.2917,98.6363,464.0494,20.5378,229.9313,303.2792,147.7541,1531.4798
다사612486,68.7689,266.7411,204.4911,318.2682,230.1015,478.7144,392.4843,1959.5695,42.6632,208.5866,289.9758,226.793,317.1559,598.1419,441.7909,2125.1073,45.9824,371.0325,285.9012,394.093,307.7468,371.4527,269.0146,2045.2232000000001
다사612487,312.5408,322.1843,464.1429,109.4517,59.2785,341.4179,122.887,1731.9030999999998,223.4267,402.8545,626.0615,78.6281,41.1177,452.6544,141.0852,1965.8281000000002,460.7225,376.5305,280.245,97.1137,56.4584,246.8909,172.4701,1690.4310999999998
다사613480,263.0368,343.451,191.939,60.5505,495.4817,288.1757,19.1675,1661.8022,325.3605,410.4971,259.8614,52.3269,325.3514,313.0633,15.5954,1702.056,323.5027,484.3091,114.8585,30.9154,739.2597,207.4483,26.2552,1926.5489
다사613481,382.2149,98.0177,133.6736,478.0014,427.1577,260.1326,39.9887,1819.1866000000002,387.7583,58.2874,125.0098,521.0,289.9044,238.3057,58.0236,1678.2891999999997,348.4189,101.6372,143.1102,330.8019,406.5309,252.9802,55.6768,1639.1561
다사613482,157.7056,479.4512,327.6398,69.4112,437.5736,316.2873,109.4045,1897.4732,185.9733,388.2899,197.9556,88.1244,589.0657,218.3048,65.3311,1733.0448,149.0262,295.2075,440.5368,101.211,240.7228,273.076,156.4296,1656.2099
다사613483,424.4709,160.1437,383.8531,352.4997,397.4802,442.3243,187.945,2348.7169,226.1851,88.2995,386.9034,321.924,357.3066,548.7119,208.2889,2137.6193999999996,348.7773,177.4596,431.4565,265.4005,428.917,277.4677,219.8931,2149.3716999999997
다사613484,72.9327,43.6129,391.6907,118.2513,0.7226,247.124,420.0743,1294.4085,93.8592,65.3835,204.5746,172.3986,1.0802,335.201,604.6675,1477.1646,94.1487,24.6056,308.3979,61.5092,0.5923,348.5751,510.0047,1347.8335
다사613485,317.057,420.2011,146.276,67.4175,269.5473,13.4259,454.6622,1688.587,343.6168,356.2831,90.1646,37.086,144.3034,7.7769,530.4644,1509.6951999999999,349.473,389.0459,113.4343,88.6039,339.1572,10.8848,456.0186,1746.6177000000002
다사613486,202.0813,442.1936,221.1751,273.2214,4.5875,491.1345,60.9694,1695.3628000000003,164.5807,515.3972,174.7541,242.7141,5.6704,686.2867,81.3486,1870.7517999999998,163.0942,300.9034,166.7113,199.817,2.6793,312.7999,35.016,1181.0211
다사613487,294.2485,156.5277,442.8608,398.012,283.1596,306.2416,248.3028,2129.353,267.9428,175.0584,349.482,209.3701,360.3816,275.601,343.9182,1981.7541,282.9616,87.5744,655.2542,589.0348,204.1756,352.1103,359.7641,2530.8749999999995
다사613488,51.2285,385.981,34.2972,207.8181,406.9516,414.2473,452.6337,1953.1574,70.409,329.3052,29.6701,135.4242,558.0803,501.4462,675.3634,2299.6984,53.3988,565.8361,19.6793,259.8716,498.8566,558.937,255.3444,2211.9238
다사613489,110.5833,159.1246,357.8559,202.084,351.3228,85.347,496.3636,1762.6812,136.2859,142.6251,341.6545,281.3733,209.5302,121.9493,504.5774,1737.9957,140.5751,175.8917,220.4293,273.8057,329.5851,48.0988,448.1174,1636.5031
다사614474,8.1021,75.9368,410.0927,10.7122,340.5754,289.5954,410.5315,1545.5461,9.2295,99.2451,467.9673,7.7017,218.7604,198.1199,555.2561,1556.28,6.6576,59.8273,231.6114,13.6025,466.4495,315.2909,358.4401,1451.8793
다사614475,435.4993,244.5763,92.77,155.6155,218.8417,281.2648,480.8646,1909.4321999999997,564.0516,189.3525,61.3479,167.5536,322.9195,148.6631,353.1113,1806.9995,275.812,165.1028,60.1744,106.0586,202.462,329.5124,585.3618,1724.484
다사614479,267.1962,183.1345,492.8893,469.4198,400.0438,223.5805,280.4132,2316.6773,235.0482,260.242,548.1547,389.0453,534.1599,256.9461,318.3382,2541.9344,183.5459,176.6404,481.6236,323.8596,372.5356,262.3104,229.8876,2030.4031
다사614480,300.3272,478.9296,445.3399,112.6342,307.2294,277.1203,238.7144,2160.295,209.5646,486.6021,579.8664,84.1972,280.0957,175.3222,156.0646,1971.7128000000002,222.6435,552.3757,573.9013,91.4119,184.4125,374.9239,130.4714,2130.1402000000003
다사614481,229.6319,431.3248,386.7256,211.5749,166.9476,30.7815,160.1093,1617.0956,306.3827,581.5192,561.2248,150.3923,133.2096,41.633,87.142,1861.5035999999998,260.2762,363.5487,278.3477,245.743,202.1975,33.5793,160.2792,1543.9716
다사614482,87.7889,308.8838,58.878,499.8643,276.5388,240.1275,49.34,1521.4213,106.2761,224.1904,38.817,597.7803,166.5079,153.7274,39.4384,1326.7375,107.9421,207.5015,70.3625,722.6551,183.7771,261.9194,41.655,1595.8127
다사614483,353.5378,164.2481,363.4076,130.9656,409.1214,180.6068,200.6744,1802.5616999999997,274.633,153.964,276.3178,137.463,549.1826,259.0274,277.3026,1927.8903999999998,469.6498,96.5759,412.1975,187.5347,447.6238,114.8199,113.2104,1841.612
다사614484,467.6524,181.1608,380.7071,35.2143,229.0977,343.0567,42.7542,1679.6432000000002,483.6265,199.2011,423.1352,44.7467,319.6561,429.4159,62.1575,1961.9389999999999,424.8027,226.8781,555.9557,18.7067,183.9199,225.7517,29.6239,1665.6387000000002
다사614485,253.0582,334.1516,329.5756,33.7995,276.751,225.748,106.0064,1559.0903,272.8863,353.7757,250.8875,39.4115,382.0675,282.8273,100.3074,1682.1632,202.7247,348.5334,288.8186,35.0526,213.264,140.5867,62.1558,1291.1358000000002
다사614486,183.7469,464.9338,310.6307,362.0295,278.4768,351.8417,406.1101,2357.7695,97.9398,528.003,289.0718,392.6269,296.2769,462.7871,586.8624,2653.5679,116.2884,232.6213,336.4198,394.3071,184.9609,354.6341,206.9007,1826.1323
다사614487,482.5499,229.0527,109.2691,86.2967,354.702,289.4707,137.0564,1688.3974999999998,573.0695,114.7249,79.1988,63.5446,304.3084,154.8965,92.1588,1381.9015,337.6578,246.5271,94.095,70.519,435.6667,154.232,96.5833,1435.2809
다사614488,300.7073,184.7827,228.8956,189.8611,444.8817,56.5155,447.9667,1853.6106,189.3066,132.9322,311.8105,95.9499,420.8111,52.1158,471.8106,1674.7367,390.7801,96.897,173.008,162.6998,448.0226,37.3922,600.4795,1909.2792
다사614489,41.1841,446.5222,368.1477,158.2987,299.0347,189.5254,203.9831,1706.6959,28.9693,422.2944,236.6259,111.1169,151.4228,195.5437,274.0485,1420.0214999999998,49.122,269.4839,415.4012,141.9381,245.554,255.0898,269.2177,1645.8066999999999
다사614490,57.1585,356.3535,345.8341,484.7021,86.1443,124.4511,450.5435,1905.1870999999999,41.2238,408.0259,326.8391,349.37,101.624,165.5992,499.3231,1892.0050999999999,75.1642,180.6278,226.8555,415.257,116.8121,159.8471,265.0603,1439.6240000000003
다사614491,137.2655,242.1841,458.1078,441.4039,86.2661,296.6928,307.6603,1969.5805,74.8571,362.8189,516.6452,571.4694,76.3514,236.3484,320.3198,2158.8102,165.9158,216.6554,269.5239,597.7331,99.624,152.4017,345.9603,1847.8142
다사615474,423.6528,394.4229,123.7865,3.9427,127.7112,22.5547,20.526,1116.5968,314.3176,406.8444,160.5267,4.7407,164.4336,30.1777,26.9182,1107.9589,423.8223,496.6671,174.3932,2.5565,161.7892,23.0803,30.2007,1312.5093
다사615475,195.067,83.2675,451.7924,43.199,164.5134,431.537,7.2642,1376.6405,195.259,72.4861,397.2013,45.4985,185.1997,586.5791,4.3994,1486.6231,104.4616,103.9471,428.2181,43.3812,131.2256,644.6971,10.0488,1465.9795
다사615476,478.2086,488.5069,15.0566,408.2219,415.1287,216.5068,432.0034,2453.6329,326.3877,259.2255,16.8041,424.7795,610.022,213.9756,465.57,2316.7644,259.0597,278.3613,10.7604,555.3315,612.2646,207.9877,614.0235,2537.7887
다사615477,313.6543,8.0283,258.3365,113.034,234.3635,234.8826,119.9452,1282.2444,166.9542,5.1038,387.5031,165.3265,334.9346,280.521,167.4066,1507.7498,258.0342,10.1389,342.8919,154.465,308.8066,238.8764,76.7284,1389.9414000000002
다사615479,43.0288,102.7799,337.5139,348.3059,301.6899,469.4508,293.0157,1895.7849,50.8032,74.4317,227.6612,230.7305,448.641,554.4009,167.0478,1753.7163000000003,27.0061,144.3593,201.9907,251.651,172.7147,338.6884,303.2947,1439.7049
다사615480,93.7785,323.4077,313.5023,103.5475,215.5355,41.1232,455.6564,1546.5511000000001,109.9317,193.7056,168.4982,98.4489,250.3091,25.5171,262.8889,1109.2994999999999,50.8359,355.6349,264.4135,68.7005,272.1969,24.8348,299.892,1336.5085000000001
다사615481,205.6647,383.344,65.8924,367.5152,97.2327,80.2618,132.8233,1332.7341,306.0356,427.5947,97.9646,409.5082,135.5048,116.786,103.9716,1597.3655,125.9979,525.457,61.9766,380.4946,120.7451,114.4003,129.5176,1458.5891
다사615482,397.0005,494.5112,318.349,359.1765,346.6046,163.311,159.1857,2238.1385,479.1812,294.0614,356.4177,528.4102,202.3905,141.1282,165.146,2166.7352,203.2237,326.5461,392.781,433.4181,505.0082,183.062,152.8332,2196.8723
다사615483,468.2164,420.3745,390.3132,268.6925,287.3733,404.0871,487.208,2726.265,580.1119,574.5885,241.1764,168.2125,299.5466,398.9594,254.9522,2517.5475000000006,293.9413,521.858,404.4057,367.213,263.6711,304.3109,685.5424,2840.9424
다사615484,46.7248,54.062,179.6887,458.4854,379.4531,338.1701,343.1477,1799.7318,68.6007,78.774,195.0004,293.5681,464.6567,504.0435,409.6884,2014.3318000000002,26.6565,42.9213,109.1788,365.6397,379.6978,487.5162,278.9024,1690.5127
다사615485,345.5404,310.4292,391.5827,276.7724,26.0848,136.8219,446.8349,1934.0663,355.4385,456.8411,377.2018,319.6368,37.358,188.2363,390.145,2124.8575,317.2881,461.5043,430.0905,223.3179,13.8369,107.4781,653.3198,2206.8356000000003
다사615486,87.8694,41.3513,138.3324,492.5143,9.3438,373.5055,448.8451,1591.7617999999998,129.9817,51.2255,80.1756,359.0961,12.614,323.9691,608.9891,1566.0511000000001,118.4467,41.5622,123.7701,641.7155,10.8091,445.3818,263.0504,1644.7358
다사615487,74.2757,406.8741,90.801,16.1871,417.113,160.5404,374.438,1540.2293,67.6338,225.9425,45.4741,23.2477,538.4162,106.6262,195.1796,1202.5201000000002,43.5338,483.9356,110.5595,18.9402,243.3215,127.9018,560.256,1588.4484000000002
다사615488,418.3291,346.4663,108.9543,226.7706,189.4738,329.0847,81.4117,1700.4904999999999,345.4574,355.403,130.1065,338.5929,257.6432,448.9173,90.109,1966.2293,476.724,251.7033,100.5339,310.0827,261.7924,247.1441,111.7859,1759.7663000000002
다사615489,435.5897,316.0221,49.7262,273.5182,311.3996,365.2955,323.5042,2075.0555,470.2305,227.1772,57.3238,344.3325,239.3341,298.9139,373.6005,2010.9125,611.7589,159.3647,71.8917,137.183,399.9635,233.3118,427.5821,2041.0557000000001
다사615490,390.3001,80.7912,359.004,402.3018,197.4719,215.6144,201.5909,1847.0742999999998,382.488,93.1846,221.6866,241.3408,201.0634,221.3413,117.4746,1478.5793,535.0942,108.3999,227.1881,388.8434,129.0105,276.9227,156.0568,1821.5156000000002
다사615491,188.7943,53.6391,170.6865,115.889,323.8361,205.9358,13.8782,1072.659,159.9721,79.0672,175.5134,100.7478,455.9324,209.1151,15.8632,1196.2112,277.1184,51.4026,240.619,148.0585,384.889,298.5295,7.5132,1408.1302000000003
다사615492,462.3923,363.4975,45.51,450.2405,485.209,233.7253,458.6978,2499.2724000000003,344.2238,450.5369,65.8226,575.7916,317.2924,294.4965,255.1718,2303.3356000000003,296.5126,438.2416,66.9668,508.7061,534.14,147.2228,507.4811,2499.271
다사615493,477.12,232.9716,433.3178,209.5717,245.8548,31.7529,124.2452,1754.834,482.9633,188.6373,289.7494,150.2037,284.4396,45.8197,180.6211,1622.4341,401.2326,251.0054,385.4755,181.0369,164.5566,19.2388,82.091,1484.6368000000002
다사615494,139.1289,348.5317,37.2832,102.4632,337.9646,454.9553,26.8457,1447.1726,150.8463,273.0582,43.4149,106.1125,430.323,626.8048,24.8975,1655.4571999999998,149.011,417.1077,23.3601,139.6751,383.3225,575.8393,16.791,1705.1067
다사616477,133.9862,238.4874,13.0658,439.2002,61.0555,237.0466,453.4545,1576.2962000000002,158.6587,262.0292,18.8707,431.6303,45.8441,307.0766,279.024,1503.1336000000001,83.8952,319.1739,18.2828,445.0999,47.4833,161.739,596.2756,1671.9497000000001
다사616478,39.5634,179.668,131.2799,39.582,128.4548,181.4307,154.1856,854.1644,22.3517,98.711,99.8705,34.2922,98.3634,122.7745,79.0346,555.3978999999999,29.5641,136.8415,105.1027,43.8983,139.5436,112.5267,106.868,674.3449
다사616479,263.1417,260.295,73.0574,367.3563,90.416,488.5295,443.4532,1986.2491,160.0532,172.1796,95.721,456.0664,52.8167,540.4855,294.7716,1772.094,152.6219,183.3601,66.5109,439.7404,99.4324,695.1202,316.2465,1953.0323999999998
다사616480,447.4721,229.9625,404.1531,452.344,467.2464,315.1648,432.3117,2748.6546,618.4311,146.4263,231.138,410.7613,377.1389,228.498,319.4159,2331.8095,513.5151,123.8677,393.5893,328.5902,428.8208,221.9192,232.8205,2243.1228
다사616481,430.6677,37.1636,331.1906,54.0131,490.445,281.2351,146.594,1771.3091,255.5141,28.1527,388.5658,29.3914,552.0625,168.7188,184.4248,1606.8301,393.3746,35.3498,219.3902,56.6242,278.2627,255.2935,158.9458,1397.2408
다사616482,107.6253,61.266,120.3165,366.4871,351.9866,429.0413,149.256,1585.9788,138.4943,68.619,167.8028,485.8576,216.0749,427.8392,201.9569,1706.6447,147.3455,39.0817,77.1655,245.0072,484.1967,225.249,78.4273,1296.4729
다사616483,349.7141,209.8313,148.9886,335.9932,160.3785,356.4433,220.3939,1781.7429000000002,364.4585,140.272,79.7089,427.9687,181.3892,398.2366,232.9144,1824.9483,224.3942,112.8478,205.9938,308.4275,196.0141,220.3761,283.7138,1551.7673
다사616484,103.3721,29.3765,236.5576,260.9091,339.7295,150.7503,216.9155,1337.6106,113.1139,19.3849,212.1612,340.256,374.0462,166.1849,126.0855,1351.2325999999998,87.954,20.9844,307.8615,254.1908,396.3362,101.4814,197.042,1365.8502999999998
다사616485,481.649,235.6978,331.4325,333.9644,325.1015,234.1913,81.9261,2023.9626,555.5453,265.0866,269.9529,258.7036,271.9256,158.4978,109.9021,1889.6139000000003,470.7523,136.484,307.6317,270.2089,200.8437,188.6239,76.9722,1651.5167
다사616486,73.4751,168.2399,322.323,458.796,422.1187,12.89,410.6833,1868.526,90.3473,110.7696,327.8892,579.8945,241.9437,16.5957,343.9854,1711.4254,52.385,199.2802,195.0466,233.125,356.5216,9.1978,278.6649,1324.2211
다사616487,138.3156,304.2229,361.7538,401.1468,354.829,356.8608,437.4288,2354.5577,205.704,207.9334,349.0132,290.4971,406.5016,376.0482,313.0238,2148.7213,199.1214,250.4552,391.533,548.5339,476.4024,282.0108,278.3913,2426.4480000000003
다사616488,166.2801,193.1022,123.6599,96.5581,389.3558,191.2421,408.8511,1569.0492999999997,92.0138,97.8858,168.1585,129.6234,425.1977,106.154,318.7758,1337.8090000000002,127.0818,153.7355,84.5414,60.0273,447.9145,263.2288,322.3447,1458.8739999999998
다사616489,324.8081,252.2079,51.4369,349.6144,198.3151,127.4178,164.6801,1468.4803000000002,433.3061,298.1097,27.494,339.6024,147.7942,186.6641,128.7014,1561.6719,316.9293,205.304,74.0035,410.1504,122.9232,76.9968,236.5641,1442.8713
다사616490,266.1438,368.3475,469.1361,118.8637,230.8162,265.3892,416.6158,2135.3123,392.1165,213.5879,668.6576,82.4931,293.2613,215.2296,224.0875,2089.4335,359.9997,230.8057,267.0214,158.3248,332.3716,374.9182,593.3879,2316.8293000000003
다사616491,183.0912,71.0553,334.7808,72.747,309.9541,32.717,322.4101,1326.7555,113.0933,70.3962,169.2926,50.5329,416.4221,24.9897,481.889,1326.6158,110.3462,91.8515,207.4983,81.694,370.3079,24.1368,478.1335,1363.9682000000003
다사616492,410.019,214.2588,189.3491,286.2319,29.9374,382.1081,230.5654,1742.4696999999999,347.8924,298.957,233.4613,176.1234,22.9199,490.7082,181.7459,1751.8081000000002,226.3059,300.4864,140.0809,287.1113,30.5845,300.9831,152.3943,1437.9464
다사616493,244.091,293.3022,74.8071,383.9057,126.653,490.3548,387.9224,2001.0362,183.4366,222.955,63.4781,256.4614,81.4126,687.9576,398.4286,1894.1299000000001,130.5318,349.3829,81.2911,418.5874,143.5711,320.5525,427.3568,1871.2736000000002
다사616494,228.8683,200.5629,15.4468,341.955,242.9675,415.317,338.0671,1783.1846,119.3668,193.6086,19.7164,257.1684,296.3904,498.211,483.73,1868.1916,128.4768,291.3619,11.2634,506.6866,228.7605,526.0782,382.6062,2075.2336000000005
다사616495,154.6489,85.2018,435.4245,158.3423,188.4893,177.4857,475.9068,1675.4993,123.013,119.4677,404.4957,213.0729,115.9151,239.0356,335.2763,1550.2763,222.1268,75.3997,498.1626,126.9162,250.111,156.0143,266.3971,1595.1277
다사616496,89.6762,221.6088,312.5635,345.6869,254.4737,488.0143,455.3629,2167.3863,97.6863,307.1828,344.4303,271.8013,127.8901,331.588,522.3353,2002.9141,101.2952,158.2331,175.8679,247.3605,380.4286,627.6368,500.8362,2191.6583
다사617478,321.4236,109.0188,31.9265,424.7568,169.5696,179.6519,349.0515,1585.3987000000002,233.896,125.1293,45.3304,536.8787,241.7361,195.1374,366.5126,1744.6205000000002,355.6099,160.7051,46.4462,520.8251,234.3379,241.9542,428.1656,1988.0439999999999
다사617479,30.8282,309.0817,127.961,311.3014,138.588,445.9832,224.4006,1588.1441,39.9182,400.3352,132.6591,201.7221,115.7971,306.8831,296.4144,1493.7292000000002,17.5991,328.8397,100.908,296.3755,161.6605,363.9764,293.4471,1562.8063000000002
다사617480,365.5825,71.9044,277.2602,229.7963,43.4759,207.5603,162.9128,1358.4924,497.4338,56.5524,274.195,166.9123,24.8506,207.4902,209.5253,1436.9596,228.4182,56.7683,316.6459,309.3348,47.456,267.8573,132.6968,1359.1773
다사617481,356.2971,478.3767,98.7028,310.0401,22.7172,230.5996,327.6774,1824.4109,315.9605,579.2827,65.3222,213.3421,22.9224,253.2944,393.2764,1843.4007,459.8698,680.6855,71.9415,196.2547,33.3093,189.1792,311.6238,1942.8637999999999
다사617482,254.0723,440.86,248.7468,35.3418,314.185,275.3714,291.7013,1860.2786,378.3974,626.9136,369.2429,19.3198,427.1914,169.3986,372.4622,2362.9258999999997,245.3928,612.3976,257.7942,28.3888,161.6761,392.9389,349.3933,2047.9816999999996
다사617483,10.8956,315.0356,460.125,291.7533,249.4349,119.9238,345.293,1792.4612000000002,5.9387,334.7128,488.0591,193.1716,334.7903,162.4252,451.4043,1970.502,8.737,252.0565,660.506,402.4616,131.687,156.9164,443.3269,2055.6914
다사617484,441.2867,261.4697,256.9098,182.3508,403.8447,34.2766,23.5754,1603.7136999999998,632.9945,156.6465,147.3328,216.2244,440.2227,30.1436,20.7202,1644.2847000000002,470.372,183.3748,231.3093,232.279,518.1527,34.4287,22.6022,1692.5186999999999
다사617485,114.2431,228.657,494.9485,327.3538,38.1685,327.0204,81.767,1612.1583000000003,60.4527,124.8655,329.6121,397.2425,29.418,172.3953,68.677,1182.6631,155.2185,268.2476,334.263,168.4606,38.8663,380.3144,72.9255,1418.2959
다사617486,13.4023,307.2633,453.3747,78.6689,448.0277,45.4129,43.5309,1389.6807000000001,8.3936,456.3003,487.6298,45.2736,345.7297,60.814,49.3491,1453.4900999999998,13.9688,178.7623,418.7367,101.7676,313.7291,58.1917,48.2965,1133.4527
다사617487,271.4712,249.704,214.9906,143.8262,19.1084,487.6431,177.6217,1564.3652,215.4924,350.0351,321.6339,147.7329,26.9539,595.6964,218.7342,1876.2788,151.8617,208.1898,141.086,146.4844,12.882,490.1628,104.296,1254.9627
다사617488,39.8511,203.2472,141.5033,418.4615,331.2954,101.6193,171.6793,1407.6571,48.2846,258.2886,168.485,237.6276,210.4201,82.7912,156.5877,1162.4848,53.8726,134.0709,204.5521,302.0746,406.6665,79.2177,117.1587,1297.6130999999998
다사617489,331.1197,334.7028,213.4155,300.4847,190.2603,475.8565,34.3873,1880.2268000000001,484.3911,241.3263,209.3917,156.0258,205.4752,678.6004,48.9186,2024.1291,295.2152,206.6273,117.5227,192.47,224.1616,589.7302,32.6038,1658.3308
다사617490,264.9162,0.2044,281.8422,65.607,200.2407,175.6654,462.1286,1450.6045,289.2346,0.2305,220.5065,52.0604,225.3988,191.7933,450.7553,1429.9794,193.3429,0.2444,420.6979,77.1954,148.4776,200.6237,549.3073,1589.8892
다사617491,359.7124,16.7892,496.6671,435.0628,307.0431,435.9036,459.9073,2511.0854999999997,510.2069,16.2731,463.6064,593.5421,283.2261,572.0039,603.7443,3042.6028,277.2235,19.1581,605.4023,536.7682,430.5578,392.3795,258.6611,2520.1504999999997
다사617492,425.0484,300.8278,332.7304,357.7075,411.906,58.0722,386.4284,2272.7207,528.7699,200.2081,361.9524,416.821,332.1785,39.266,412.9572,2292.1531,544.1334,207.699,472.4353,502.6488,586.8036,63.5616,360.8102,2738.0918999999994
다사617493,162.1996,228.8718,495.697,471.5747,218.8412,453.1463,213.9311,2244.2617,192.1558,327.5026,437.7949,640.3471,158.6265,567.2985,201.3673,2525.0927,211.707,156.6315,590.9241,347.9553,202.1756,338.2478,297.0719,2144.7131999999997
다사617494,11.013,353.0996,357.5106,459.9218,208.7035,376.7753,298.4686,2065.4924,8.0324,505.1868,445.2331,594.0155,304.2271,453.7886,317.4361,2627.9195999999997,8.0868,376.1046,508.2725,567.947,179.0084,250.6034,356.4648,2246.4874999999997
다사617495,9.1871,382.1825,31.9391,299.5436,322.8136,24.0301,423.0986,1492.7946,6.7683,514.9116,36.6064,208.1908,479.8582,16.6587,544.9595,1807.9535,9.6998,237.2743,38.9443,167.5742,473.6958,15.808,248.1183,1191.1147
다사617496,136.4918,482.9487,176.7345,306.1022,371.0652,178.2124,287.128,1938.6827999999998,130.9245,511.8948,110.7055,339.7889,520.6478,137.6218,301.6733,2053.2566,190.951,281.7649,218.5541,205.5413,304.4925,236.1124,344.3864,1781.8026
다사617497,400.932,29.0374,495.4602,264.2987,484.5952,397.7783,328.7678,2400.8696,568.0896,41.032,635.7615,217.1823,517.8778,303.0393,256.5238,2539.5063,441.3365,41.0976,357.2293,386.6662,510.1751,519.3706,441.9268,2697.8021
다사617498,272.4548,485.0371,262.1503,154.2452,129.76,55.7822,58.0701,1417.4997,330.1909,271.2563,212.855,206.2874,189.7451,51.8685,50.9654,1313.1686000000002,187.9511,303.874,320.1912,181.7935,105.2343,60.9278,39.4194,1199.3913
