GID,A00,A10,A20,A30,A40,A50,A60,TOTAL,WD_A00,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_TOTAL,HD_A00,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_TOTAL
다사614482,133.6189,18.8358,3.3414,380.0261,3.1048,489.9568,138.9078,1167.7915999999998,157.5474,16.9494,2.5588,190.4526,4.2671,634.4719,195.1529,1201.4001,121.6964,12.3315,3.1313,504.5136,3.1491,504.5625,190.3459,1339.7303
다사614483,228.8317,285.9206,39.2365,301.9318,303.2287,421.9036,374.7014,1955.7543,142.8331,354.6463,39.7099,164.6537,181.1834,290.6345,362.8165,1536.4773999999998,246.5338,319.5316,25.8525,181.9802,335.6831,234.3403,449.2929,1793.2144
다사614484,411.6882,388.2682,195.1769,303.8294,147.8081,2.0915,403.647,1852.5093,559.9724,523.9853,180.9802,329.9961,120.3744,2.7089,474.8305,2192.8478,366.9501,465.4234,130.5437,166.1858,198.966,1.2678,554.6251,1883.9619
다사614485,48.5951,469.6667,258.2282,453.8638,388.5367,67.2554,125.0772,1811.2231,40.6047,251.6157,222.7097,658.2728,409.4314,37.6909,83.0745,1703.3997,34.3769,562.6287,246.6217,560.4754,358.0114,42.5188,156.118,1960.7508999999998
다사614486,325.7573,210.8277,418.1488,349.6433,12.393,325.0416,94.9982,1736.8099,247.9599,186.6293,357.6959,424.2288,11.4163,367.7782,58.7825,1654.4909,380.2569,268.4805,554.9024,272.0722,12.7182,398.6709,65.6649,1952.766
다사614487,267.2678,2.8802,61.6346,32.8915,303.0261,245.9478,334.5212,1248.1692,174.2344,2.4046,63.4803,39.3742,220.4068,266.6244,241.1703,1007.6949999999999,166.1277,2.0442,33.6672,46.7675,399.3742,361.322,394.4013,1403.7041
다사614488,192.3487,91.0275,288.6001,170.9969,276.3624,178.3323,276.5856,1474.2534999999998,281.7301,128.5453,329.2923,161.9561,336.5815,259.2286,384.3536,1881.6875,169.0396,95.6926,432.1884,198.8601,322.589,178.6933,267.7003,1664.7632999999998
다사614489,492.7736,487.3893,443.7571,479.9919,156.9717,208.1372,482.2111,2751.2319,468.4937,298.9434,520.33,718.5906,129.292,207.6777,260.07,2603.3974000000003,698.7128,631.9081,297.9295,307.0734,139.5121,309.7007,558.6798,2943.5163999999995
다사614490,410.3313,440.5073,262.6817,404.2944,210.784,413.3353,444.599,2586.5330000000004,212.5916,440.0609,348.4632,458.533,267.5174,425.7869,373.7765,2526.7295,500.0255,272.5253,290.0405,396.6489,112.7143,412.1911,231.2765,2215.4221000000002
다사614491,419.0607,173.7059,81.8513,48.4903,60.5087,411.3309,484.4563,1679.4041000000002,219.0539,236.1086,119.2937,71.0569,39.114,320.3629,306.0847,1311.0747000000001,607.099,130.9172,55.6243,69.0148,42.6548,528.0824,505.1456,1938.5381
다사615474,357.4026,182.7207,375.221,496.7066,85.8176,16.8589,51.7918,1566.5192,436.0898,217.3795,220.2624,426.9083,50.0023,8.955,49.6202,1409.2175000000002,229.4607,157.3477,437.4982,570.9962,95.2429,18.7764,53.2277,1562.5497999999998
다사615475,415.8595,218.7731,349.5328,92.6257,454.7997,352.2372,55.7553,1939.5833000000002,562.6748,245.1877,512.922,113.3383,521.7009,402.3383,67.9824,2426.1444,270.998,196.9526,522.449,109.3285,350.3702,513.8259,72.5821,2036.5063000000002
다사615476,76.8967,46.5743,367.5113,258.8008,305.5279,65.5203,368.7539,1489.5851999999998,38.7136,44.8439,546.4037,210.4515,198.748,59.8359,302.0147,1401.0113,60.8292,62.7405,330.503,172.1089,228.1378,53.4293,383.2234,1290.9721
다사615477,184.8051,275.3108,96.8748,280.147,61.5209,82.0595,426.2769,1406.995,269.6955,237.5985,121.3035,398.9797,77.5146,54.6978,612.8158,1772.6054,158.4611,219.4459,76.6786,407.8273,80.9004,90.0198,571.0051,1604.3382000000001
다사615479,235.6475,239.0511,359.8692,446.8027,258.8333,420.7888,194.2418,2155.2344000000003,341.1372,190.1394,348.3051,428.2011,248.1316,220.0959,136.7979,1912.8082,138.0966,221.6851,510.5521,456.8941,187.292,211.7066,207.387,1933.6134999999997
다사615480,347.5813,416.0092,260.4084,47.4829,450.9744,165.9324,461.8682,2150.2568,402.2121,257.6616,247.5223,70.6587,447.7449,168.8262,544.6259,2139.2517,515.5668,506.07,274.274,69.838,544.6384,205.2478,363.3107,2478.9457
다사615481,424.345,428.4448,11.6582,124.9065,34.2884,63.0834,472.2434,1558.9697,488.064,555.6211,11.6921,137.2933,21.9128,34.2576,611.9449,1860.7857999999999,360.9433,573.2355,13.2775,64.77,46.1241,88.5912,437.1882,1584.1298000000002
다사615482,251.638,27.7399,29.4237,95.7895,153.281,211.6066,44.7845,814.2632,250.284,24.6425,25.9378,56.5064,223.4065,219.8566,52.6694,853.3032,322.4918,26.3806,20.7322,120.0395,221.0738,301.4987,47.5329,1059.7495
다사615483,240.2756,202.1018,461.6064,407.1167,350.7753,153.511,203.5391,2018.9259,217.6508,118.4725,379.2953,602.2933,312.8094,183.2247,211.1195,2024.8654999999999,186.9726,120.0399,565.6692,564.4311,408.7829,215.8687,149.521,2211.2854
다사615484,87.4342,51.5928,229.09,431.16,147.8551,157.0061,377.4693,1481.6075,95.2652,59.7497,255.8301,454.6326,99.6261,154.3708,384.0689,1503.5433999999998,74.7828,64.8831,312.8848,313.6399,214.3284,234.1103,563.7943,1778.4236
다사615485,164.3546,294.4414,172.7711,140.6066,154.4034,141.6195,362.6293,1430.8259,207.336,352.4747,191.3099,184.2985,117.6106,194.6126,433.3147,1680.9569999999999,193.2184,170.9639,205.431,173.9692,106.8903,209.8127,420.4769,1480.7624
다사615486,291.1034,197.6459,150.381,128.7407,230.6941,429.3625,411.7854,1839.713,274.6076,162.6392,146.4532,138.4256,178.2125,444.6474,394.3514,1739.3369,402.9051,179.4862,77.0055,115.6756,127.4824,344.7327,466.072,1713.3595
다사615487,438.821,399.1953,311.1065,396.9125,279.0253,9.8784,448.607,2283.5460000000003,425.2537,314.7265,387.5724,281.8568,229.7526,12.3393,634.3554,2285.8567000000003,502.4947,328.3705,300.0575,267.774,336.7195,9.3472,299.6682,2044.4316
다사615488,20.8335,65.7943,83.5468,193.9714,164.9124,332.2853,269.647,1130.9906999999998,22.4268,59.3541,81.3882,124.9743,126.0829,252.5701,284.3017,951.0981,10.6745,86.8946,105.3802,118.8907,211.9389,471.8193,399.7282,1405.3264
다사615489,361.5119,347.5534,30.9366,356.8318,391.1961,168.6713,385.9125,2042.6135999999997,212.4528,517.4728,29.622,374.4957,365.7638,96.0212,268.905,1864.7332999999999,470.2704,352.3161,34.747,495.2646,222.2337,198.1197,403.3944,2176.3459
다사615490,365.3816,324.9401,254.3133,350.3549,494.9999,154.5093,231.111,2175.6101,207.0274,313.8832,235.3129,402.3898,383.4067,79.0307,176.1271,1797.1778,240.9871,464.1641,232.841,522.4901,518.4498,229.1892,174.9627,2383.084
다사615491,34.2665,86.2285,127.9822,441.0547,265.6789,355.6548,129.7991,1440.6647,34.0766,111.6047,87.9781,573.6844,398.2541,449.2499,185.7028,1840.5506,50.0856,62.0385,97.8989,429.7836,219.7284,383.5673,180.1296,1423.2319
다사615492,116.3618,168.4697,359.9968,120.1771,339.7906,474.7179,166.632,1746.1459,119.0482,94.9035,236.4324,128.4333,252.5044,259.6205,142.9112,1233.8535000000002,82.3588,103.3786,206.8413,89.6035,234.6305,287.2525,123.1345,1127.1997000000001
다사615493,290.692,244.6973,468.7482,58.4941,337.7245,33.2815,456.9554,1890.5930000000003,428.9057,150.7464,523.6435,63.4197,305.9417,36.3845,491.2635,2000.3049999999998,404.0391,320.8786,485.1495,45.9451,461.8148,44.9778,346.5712,2109.3761
다사615494,22.7868,431.0415,62.4685,324.2178,88.9571,180.7087,40.1326,1150.3129999999999,14.9347,642.355,54.1679,420.6588,123.357,116.1337,58.8881,1430.4952,26.3305,514.3183,36.8778,469.9262,59.974,172.269,50.7107,1330.4065
다사616477,72.918,257.8158,301.7581,16.0602,23.3,46.0459,222.2761,940.1741,73.5318,348.9307,295.5022,20.1879,19.3813,43.158,123.9039,924.5958,62.0906,167.2287,187.1292,10.8478,29.4581,32.8171,167.1901,656.7615999999999
다사616478,421.3555,9.1185,68.0233,58.0115,429.9973,28.4953,118.4092,1133.4106,345.1663,9.6633,95.5917,48.1227,520.7098,15.6776,118.9234,1153.8547999999998,437.3902,5.3963,77.7672,73.987,544.9475,32.3284,146.3486,1318.1652
다사616479,131.0592,452.7246,127.8685,195.7817,153.7075,373.1142,269.5875,1703.8432000000003,98.3691,372.4992,186.0296,292.6921,215.1366,459.7673,305.0006,1929.4945,68.2157,488.4712,179.9363,172.6471,79.9033,515.8647,191.8323,1696.8706000000002
다사616480,112.9169,111.4251,350.0684,236.8918,353.3007,331.4343,298.2847,1794.3218999999997,118.137,105.804,364.5662,314.3975,436.9107,440.1288,328.0583,2108.0025,63.3768,110.0405,339.5055,311.1564,470.629,424.207,331.8871,2050.8023
다사616481,403.7228,174.3246,402.2369,463.8464,226.2754,484.7753,473.4726,2628.6540000000005,563.7464,243.236,400.1073,367.9354,153.8797,599.6959,305.2914,2633.8921,505.465,117.0838,278.7193,568.5961,325.7812,465.7924,306.616,2568.0537999999997
다사616482,183.9391,407.9293,358.1019,254.8522,84.655,356.46,368.8832,2014.8207,195.5016,453.7649,215.7748,335.803,55.7418,295.8125,212.0749,1764.4735,209.1371,483.9211,353.525,159.1834,85.1613,314.6743,256.433,1862.0351999999998
다사616483,80.9167,480.1606,109.8826,181.8896,471.4483,243.7219,366.0621,1934.0818,58.5216,582.6769,114.0278,219.5562,321.1452,339.6284,532.5902,2168.1463,117.6162,460.4907,146.2849,132.7639,439.0138,189.1762,386.0598,1871.4054999999998
다사616484,71.3441,332.8108,489.5332,141.8374,10.4561,376.7824,203.9172,1626.6812000000004,66.0221,394.9395,449.9826,125.4936,8.6045,405.1897,170.8404,1621.0724,106.6038,289.7117,610.6912,95.9371,7.3898,317.8937,167.4596,1595.6869
다사616485,173.8365,7.4141,297.198,427.0971,486.4255,55.4891,449.8305,1897.2908,128.6171,7.086,418.3272,277.4418,422.336,49.573,670.5379,1973.919,89.1003,6.579,204.9888,517.9326,337.1225,72.7559,446.6015,1675.0806
다사616486,428.632,466.3288,295.5802,481.9715,498.4108,97.7688,381.7694,2650.4615000000003,491.3266,642.7967,239.9828,633.4508,545.2582,53.9247,471.1334,3077.8732,576.9499,431.4447,256.3683,404.2824,357.8327,73.1879,458.5192,2558.5851000000002
다사616487,338.8682,349.9626,132.8632,237.6061,493.8229,226.0156,9.7382,1788.8768,375.0098,280.046,170.0734,186.4855,467.4749,178.1122,13.6978,1670.8996,363.9112,286.4727,178.8259,152.0498,507.3455,271.6027,13.2932,1773.5010000000002
다사616488,463.3715,217.9373,477.8081,283.8189,328.1354,279.9325,60.4657,2111.4694,496.3963,213.0009,254.5621,217.9007,425.6103,243.7798,35.0478,1886.2979,533.7798,139.7885,577.7061,337.3965,397.8077,324.8908,42.7623,2354.1317
다사616489,337.0335,338.8907,480.0686,325.7798,80.225,32.3341,427.9001,2022.2318,304.1801,374.9194,469.5533,455.0304,46.7177,35.0408,535.2644,2220.7061,276.5086,400.3175,667.0514,425.5821,47.8314,32.2211,380.8081,2230.3202
다사616490,3.1108,34.5648,333.6863,190.4304,353.2851,219.5288,386.307,1520.9132,2.7794,34.2442,452.6351,141.9194,427.1556,166.3921,252.4966,1477.6224,3.3886,21.8929,333.1311,280.8695,382.2886,278.7013,482.5245,1782.7965
다사616491,307.2216,354.6904,79.1135,250.2112,310.0584,350.5614,100.3961,1752.2526,183.3326,242.1097,55.5717,156.7453,306.4652,291.7799,144.9225,1380.9269,436.8401,457.3408,51.3333,190.3933,215.3128,209.315,95.1624,1655.6977
다사616492,410.7118,445.6793,37.5858,402.3272,209.2005,412.2102,238.3087,2156.0235,319.4977,581.0037,29.1462,343.3716,264.1172,339.5779,221.4255,2098.1398,231.6398,622.936,51.082,233.574,240.258,325.2094,315.5302,2020.2294
다사616493,478.1455,365.4426,263.18,309.6519,254.7856,359.0776,378.5927,2408.8759,521.0059,392.0704,237.7906,175.9205,175.6048,443.646,247.5169,2193.5551,281.4011,374.561,267.4102,181.843,303.4283,309.3891,560.6466,2278.6793000000002
다사616494,420.1252,157.5713,247.3929,224.6711,472.305,148.9564,195.7201,1866.7420000000002,270.4081,175.114,139.4044,189.5653,620.025,103.9632,213.4854,1711.9653999999998,486.118,215.9916,235.4832,193.3594,673.5753,207.2561,253.9078,2265.6914
다사616495,87.4669,49.7024,346.6507,281.651,417.4169,124.9937,15.081,1322.9625999999998,83.4082,71.1866,310.2472,336.5148,450.3911,132.5447,13.2288,1397.5214,63.7049,53.6324,461.9468,280.2892,268.5813,183.1293,14.6705,1325.9544
다사616496,450.2044,490.3075,30.0816,348.3484,130.5466,347.7126,112.4895,1909.6906,408.2889,591.9836,24.1324,366.5368,103.3396,282.2191,151.538,1928.0384000000001,583.0034,686.9583,29.6958,363.9118,154.018,247.5557,144.169,2209.312
다사617478,1.2198,320.2425,404.1056,440.1922,230.9459,415.4906,188.3392,2000.5357999999997,1.7401,447.3646,257.1276,603.2778,222.3866,467.8001,158.4116,2158.1084,1.4932,461.4327,568.7368,422.8704,235.9736,418.8456,277.5426,2386.8949000000002
다사617479,499.517,31.2379,170.1597,33.4104,312.4288,104.2719,213.7853,1364.811,306.3764,18.9325,226.6096,23.9897,408.9732,72.7862,159.3425,1217.0101,684.9117,39.6986,172.2752,17.755,465.6859,121.0702,152.1713,1653.5679
다사617480,128.3702,55.8694,467.7863,406.4874,265.8597,401.7237,85.3244,1811.4211,130.7524,28.5592,629.2002,307.7882,295.8719,432.507,58.5809,1883.2597999999998,130.3545,37.4673,267.4559,363.7286,255.142,454.564,101.9523,1610.6646
다사617481,375.5915,139.7511,296.0671,271.1175,177.7364,397.3865,153.0987,1810.7488,454.5503,189.7129,376.0808,170.4291,265.9869,304.6675,195.9759,1957.4034000000001,324.4962,78.1735,171.1319,332.4181,265.2678,332.9751,108.3788,1612.8413999999998
다사617482,292.4654,293.0359,178.7337,204.4753,466.9999,419.9643,16.9615,1872.636,413.6907,340.8738,266.1968,151.3622,362.5627,628.7884,17.6548,2181.1294,211.1227,323.304,116.0226,144.6605,533.475,563.9541,13.8158,1906.3547
다사617483,226.2911,207.0914,284.2997,73.8332,488.3917,174.9495,266.9082,1721.7648,153.4439,117.0213,158.5493,39.2852,547.243,115.7314,324.8803,1456.1544000000001,326.2657,165.7429,187.0295,45.5763,527.323,234.8396,139.3827,1626.1596999999997
다사617484,87.3393,105.9084,305.0491,400.4312,331.051,159.1302,397.9706,1786.8798000000002,58.9294,119.8521,391.4359,437.0292,242.3333,94.0355,256.2625,1599.8779,121.1719,126.6214,421.8605,567.9616,217.2386,152.1532,547.4725,2154.4797
다사617485,463.958,105.7871,168.604,56.7443,115.2904,277.2052,258.2426,1445.8316,460.946,96.2486,193.0101,81.3751,122.4918,184.6473,313.5774,1452.2963,560.4084,68.6498,193.5914,35.6598,64.699,374.2831,156.035,1453.3265000000001
다사617486,267.8044,203.6077,455.9771,490.8929,324.4432,463.1647,232.5411,2438.4311,253.7666,264.401,528.7546,265.0078,325.6304,615.6006,289.2213,2542.3823,247.3309,198.451,243.3748,346.6919,405.9341,388.7326,300.6398,2131.1551
다사617487,340.1626,75.6674,387.516,477.3537,492.8939,305.8457,203.599,2283.0383,393.2532,89.5008,464.7522,635.874,504.6263,367.4302,226.0864,2681.5231000000003,501.7267,107.9191,269.8368,259.7094,508.0516,351.6658,257.419,2256.3284
다사617488,120.4564,337.9319,171.4429,267.172,383.075,66.3257,168.9067,1515.3106,78.3792,215.8762,158.2061,165.8488,354.5694,84.2604,101.3071,1158.4472,140.0399,271.0485,159.785,371.6731,552.3901,82.2289,237.5072,1814.6727
다사617489,238.4127,92.2357,89.397,256.3892,467.0968,224.9098,401.2289,1769.6701,178.6258,61.0589,62.7861,207.7806,263.8313,204.7014,510.3345,1489.1186,229.4553,112.9703,132.3229,379.5454,625.3585,261.3047,270.4007,2011.3578
다사617490,175.0894,239.965,152.3811,77.9424,270.7698,316.6758,481.5037,1714.3272,209.7366,320.8036,96.1744,48.787,203.6354,456.4394,423.8235,1759.3999,261.5866,248.9959,219.7825,78.582,340.1385,166.281,498.3117,1813.6782
다사617491,413.7693,349.067,90.8041,12.8789,372.9072,391.4472,80.2308,1711.1045000000001,511.2449,403.5521,55.7406,7.394,285.8221,558.3288,65.9717,1888.0542,413.4396,406.7619,57.0329,18.5857,538.271,445.7448,107.835,1987.6709
다사617492,226.8631,92.0454,425.981,27.7186,387.7496,146.6647,141.4609,1448.4833,240.0185,59.5523,504.2869,23.7138,299.9671,187.1233,83.1223,1397.7842,193.8254,99.4495,595.9719,19.3035,450.5702,165.0512,82.2423,1606.4139999999998
다사617493,403.3931,89.6363,131.631,455.3028,221.3343,279.5277,250.2531,1831.0782999999997,390.7584,112.6466,184.777,234.2865,138.9935,267.8414,253.3113,1582.6147,243.8208,68.0189,142.0621,510.2397,260.0928,294.0591,370.0153,1888.3087
다사617494,17.9238,116.0563,40.6657,356.3735,19.6973,93.8787,168.7778,813.3731,15.0908,130.0699,21.8986,225.7008,12.3191,68.3548,96.8652,570.2991999999999,21.1613,103.2039,38.5367,441.2738,18.8847,83.6548,247.0661,953.7813
다사617495,82.7352,372.5901,391.5603,409.736,497.5312,162.5686,197.4325,2114.1539,79.1277,514.6691,319.7414,303.6298,328.6589,203.1885,143.7095,1892.7249,95.093,479.2492,245.3003,569.5445,591.8071,205.7547,198.9341,2385.6829
다사617496,499.8549,422.8715,166.7386,404.9774,370.3374,405.4429,77.204,2347.4267,251.2071,561.818,151.0684,400.3605,489.8539,407.8324,79.6603,2341.8006,317.675,277.1065,213.8901,338.7211,505.9982,528.6252,78.9737,2260.9898
다사617497,426.6009,421.5324,107.8724,0.9367,182.5543,317.7193,427.648,1884.864,562.1121,213.2035,79.3173,0.8809,103.5185,460.9185,432.0099,1851.9607,541.4449,382.434,101.4212,0.8652,144.7359,262.0003,246.7518,1679.6532999999997
다사617498,375.4932,81.551,345.7312,419.7276,475.1225,78.7629,223.9156,2000.3039999999999,469.8626,93.589,325.3753,363.8526,549.2462,115.0886,219.8778,2136.8921,504.1994,79.6684,496.5506,374.7323,645.4055,54.2643,320.5178,2475.3383
