GID,A00,A10,A20,A30,A40,A50,A60,TOTAL,WD_A00,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_TOTAL,HD_A00,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_TOTAL
다사616492,168.2332,435.5171,94.221,93.7492,434.0543,348.3053,280.6425,1854.7226,144.2067,574.088,81.8878,50.3116,284.7489,398.1397,188.9085,1722.2912,163.9215,481.4584,138.1897,63.0972,514.6505,267.0087,199.5091,1827.8351
다사616493,148.8307,138.177,352.8164,385.9693,150.0603,64.3253,95.9261,1336.1051,169.9283,96.7439,359.0138,436.3925,198.2875,85.93,69.6227,1415.9186999999997,202.5864,160.5553,327.6002,302.4855,181.7746,64.1965,139.6464,1378.8449
다사616494,404.3795,21.981,195.0963,220.416,144.0724,266.8121,234.0424,1486.7997000000003,478.426,27.2788,144.9027,144.2799,204.9627,164.6284,229.4873,1393.9658,440.8536,21.9801,265.5347,192.9895,88.929,222.0169,292.2061,1524.5099
다사616495,344.1254,453.7612,321.3774,271.0263,482.6447,419.6543,235.0385,2527.6278,483.0338,632.6824,210.6024,179.1517,647.4765,485.4528,320.2961,2958.6956999999998,249.5346,599.3532,465.1791,360.6228,397.586,521.9777,202.1744,2796.4278
다사616496,81.8291,216.107,449.2476,258.5839,173.072,285.7365,286.7185,1751.2946000000002,92.3395,146.816,477.1488,265.5925,256.2524,419.9512,169.0552,1827.1556,50.7018,316.3602,562.6359,166.2584,118.7521,347.3494,391.8599,1953.9177
다사617478,335.4602,189.9872,234.809,268.6463,448.6793,325.4815,140.0325,1943.0960000000002,313.9738,253.9524,254.5748,220.461,267.6697,195.8272,106.7603,1613.2191999999998,294.0797,157.8517,162.1208,266.3559,266.6103,327.9999,134.2586,1609.2768999999998
다사617479,484.9765,149.4046,409.6179,9.3775,345.8611,307.5352,423.0009,2129.7737,668.08,202.4326,289.9501,8.2518,393.1192,459.1233,340.3581,2361.3151000000003,695.4627,206.3033,554.2411,6.7019,518.2048,248.6555,456.1013,2685.6706
다사617480,337.1961,358.3831,82.8341,447.5599,91.513,334.2874,314.3852,1966.1588,450.2175,307.6652,111.1714,478.2763,130.8494,368.2393,185.2957,2031.7148000000002,321.9237,412.7916,83.3932,428.291,87.0635,210.9717,429.9469,1974.3816000000002
다사617481,66.1084,479.4456,96.1746,153.968,112.8614,8.7712,12.7283,930.0574999999999,62.5016,639.9278,117.5165,78.8256,134.7589,5.5618,12.2532,1051.3454000000002,81.7801,653.7382,81.2817,95.4804,131.5461,5.4023,9.0812,1058.31
다사617482,451.4759,60.3183,493.6672,409.8142,26.4001,242.0855,22.2349,1705.9960999999998,446.4982,56.5389,652.4849,477.3019,18.9132,141.1119,14.7822,1807.6311999999998,479.2488,45.5911,578.4504,391.3912,13.4075,320.5718,22.8207,1851.4815
다사617483,62.8216,228.25,220.6154,497.5859,449.6338,85.137,464.3191,2008.3627999999999,75.0767,236.9802,137.3626,397.2006,499.9347,58.0176,443.6899,1848.2622999999999,35.4142,196.0967,291.4864,268.9473,461.1639,107.0604,260.9366,1621.1055000000001
다사617484,161.251,408.7189,467.1659,88.8569,190.3089,463.4971,446.4242,2226.2229,116.5416,543.5476,506.0078,68.3357,184.4854,525.8725,425.4039,2370.1945,97.358,539.0889,484.2585,127.8316,214.5192,324.632,429.2718,2216.96
다사617485,284.2329,219.4118,425.4786,258.3621,240.3195,252.9867,462.2276,2143.0192,286.2736,164.3112,307.6553,313.7667,178.3389,285.3081,344.867,1880.5208,163.9483,205.5023,215.907,218.6559,357.9969,168.9971,475.8227,1806.8302
다사617486,319.5294,416.5676,487.7601,290.3027,225.7488,21.5192,68.5347,1829.9624999999999,475.9537,503.9652,274.4749,155.4486,256.0124,29.0534,56.9807,1751.8889000000001,427.3659,319.3355,627.6757,191.02,282.2817,11.5351,52.2093,1911.4232000000002
다사617487,461.0029,349.2931,338.2371,286.5305,475.2505,427.0729,175.4226,2512.8096,329.6896,515.8622,297.1298,382.8604,699.6837,360.5996,183.0675,2768.8928,622.108,499.0994,448.0184,162.0658,438.981,256.0866,178.8072,2605.1664000000005
다사617488,315.636,100.3695,1.075,249.4559,323.5135,330.8303,447.2744,1768.1546,460.61,143.6784,1.348,157.4084,236.7996,459.3871,413.2817,1872.5131999999999,172.5845,68.1805,1.4537,353.4025,467.5664,492.523,342.9298,1898.6403999999998
다사617489,489.3088,149.8837,388.0738,49.3851,409.9777,398.6428,228.3909,2113.6628,319.4996,159.6774,483.1418,60.1234,482.2334,284.9782,251.836,2041.4898,320.7294,108.5692,467.9761,54.9042,431.8593,573.2518,276.0008,2233.2907999999998
다사617490,64.6919,25.0411,24.0229,29.6541,432.6872,418.4848,290.3504,1284.9324000000001,64.1143,15.9285,21.6486,30.2273,471.005,418.0387,277.5081,1298.4705000000001,75.1072,21.2363,15.4735,21.5346,453.9004,336.6768,359.4232,1283.3519999999999
다사617491,145.716,212.3088,103.1868,377.5218,305.2518,60.6713,127.8807,1332.5372,111.3662,164.14,83.7185,367.1097,446.5646,41.3579,73.3987,1287.6555999999998,81.1063,146.0614,154.7399,410.1811,434.0075,82.487,81.6065,1390.1897000000001
다사617492,289.7654,31.7005,131.3147,331.689,175.9724,103.9986,405.7049,1470.1454999999999,201.0434,17.7286,87.2678,393.3561,222.3393,117.5083,424.0262,1463.2697,185.1475,41.0653,116.2311,496.5006,156.9276,112.6678,550.4823,1659.0221999999999
다사617493,324.3332,65.183,211.0551,495.4038,367.0702,461.7652,298.842,2223.6524999999997,254.9421,72.3322,205.946,678.1609,476.5494,534.4103,300.7357,2523.0766000000003,359.1926,55.8987,242.6514,446.8229,263.5984,384.5645,438.833,2191.5615
다사617494,451.7712,26.3877,179.7778,219.4312,46.3692,470.3424,359.7493,1753.8287999999998,293.3139,31.5783,268.1881,227.3868,57.6676,532.3623,387.1738,1797.6708,602.7666,17.392,244.769,222.9784,37.861,610.9122,314.79,2051.4692000000005
다사617495,487.4268,429.9617,496.6488,31.3431,277.2558,396.6436,146.9697,2266.2495,681.6788,277.2989,314.7488,19.4864,287.9597,331.2299,84.8634,1997.2658999999999,415.4635,402.8921,509.9296,24.9214,336.2002,303.3282,179.2268,2171.9618
다사617496,278.8636,233.468,470.3384,308.6114,96.3876,42.0972,81.5787,1511.3448999999998,366.8563,315.0158,446.1461,170.4742,131.4028,32.2344,92.6129,1554.7425000000003,199.7458,211.5893,534.5396,323.5673,99.886,55.7364,45.8771,1470.9415
다사617497,337.2925,151.999,417.6225,456.9787,131.6524,160.7708,287.2245,1943.5403999999999,437.2251,193.616,605.2374,571.312,151.5786,190.3678,184.9551,2334.2920000000004,474.9185,107.4141,591.2275,371.7819,189.8275,185.0145,193.4845,2113.6684999999998
