GID,A00,A10,A20,A30,A40,A50,A60,TOTAL,WD_A00,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_TOTAL,HD_A00,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_TOTAL
다사611484,108.4718,444.4356,39.1015,188.7972,10.6146,344.0022,330.1653,1465.5882000000001,70.107,495.6964,33.4122,109.8095,13.0515,474.8305,494.4649,1691.3719999999998,162.0046,243.6085,33.2694,233.7074,11.1765,300.977,238.1956,1222.939
다사611485,454.8068,313.8086,179.0868,463.7991,5.3713,489.9511,176.568,2083.3917,353.8518,374.5137,207.985,265.6453,2.9864,686.4563,247.5652,2139.0037,634.6713,180.1983,192.4472,623.9432,5.8068,608.2416,210.1979,2455.5063000000005
다사612480,109.5106,29.8646,460.637,142.2606,246.3753,101.4507,484.9176,1575.0164,145.6876,16.9389,476.9231,168.6243,361.0325,68.0233,700.0416,1937.2713,159.3523,35.8418,436.1944,109.5787,308.6686,91.1607,377.1877,1517.9841999999999
다사612481,455.4538,262.719,5.0939,376.697,70.2509,164.3625,236.7738,1571.3509,273.7114,340.869,2.9854,546.6136,87.6335,99.6745,352.1894,1703.6768,570.9678,322.8991,4.6424,291.1244,41.3811,158.1083,280.5159,1669.6390000000001
다사612482,404.4693,329.0805,320.3956,188.9355,380.3629,378.4283,421.9883,2423.6604,600.5516,176.465,170.5759,95.5824,242.6344,335.1537,218.1519,1839.1149,412.1499,316.8437,302.0498,179.6634,509.3718,256.7037,588.4185,2565.2007999999996
다사612483,359.9194,474.0005,29.4086,296.3797,385.6903,170.3632,19.3643,1735.126,526.784,518.8576,20.179,383.6404,275.4905,88.0566,22.4381,1835.4462,335.3914,273.1162,17.6572,169.1788,195.8626,238.0326,19.557,1248.7957999999999
다사612484,1.3668,209.2936,313.7063,33.003,118.2301,294.6613,89.8988,1060.1599,0.9647,156.1591,452.6837,25.0633,111.3743,213.8293,75.4976,1035.5720000000001,1.906,143.2868,331.7455,41.6454,107.8476,370.9354,50.294,1047.6607000000001
다사612485,305.5724,262.556,427.3039,214.8844,51.6982,414.8943,401.9176,2078.8268,237.2173,388.4417,397.5041,110.3122,52.4563,345.2627,392.5455,1923.7398,326.8075,346.4357,281.7523,189.5234,76.6504,216.3811,576.7442,2014.2946000000002
다사612486,177.1323,345.8507,133.3562,474.3501,246.1827,287.4349,127.8038,1792.1107,128.1499,231.6988,68.6695,460.415,294.4259,185.34,172.5823,1541.2813999999998,232.7481,259.2211,84.5578,293.9906,255.1675,198.4851,120.6071,1444.7773
다사612487,357.8633,437.2397,447.3943,198.2339,335.005,403.9968,139.5174,2319.2504,421.1672,253.0229,544.9556,205.2404,435.4029,243.0364,102.7853,2205.6107,488.6916,466.7636,450.064,290.8427,286.3657,258.2226,116.3639,2357.3140999999996
다사613480,485.9315,339.0961,352.6984,381.6068,132.9711,94.6172,452.3266,2239.2477,503.1738,489.0573,477.5618,277.1384,117.1149,50.3405,628.001,2542.3877,646.8337,203.5213,382.5404,378.8834,116.1341,74.7605,663.2456,2465.919
다사613481,174.9097,155.9189,445.9077,249.6691,323.1345,349.8932,405.0193,2104.4524,179.9878,204.4694,449.7414,347.8921,239.3492,224.037,286.8863,1932.3631999999998,106.721,173.5639,571.4887,299.343,231.1038,235.8206,590.2146,2208.2556000000004
다사613482,51.2282,427.654,176.7297,339.1361,68.9413,5.4559,498.8456,1567.9908,71.6883,357.785,142.4675,378.0414,63.3147,3.1389,725.9495,1742.3853,61.2622,262.9275,219.4986,277.4725,47.748,2.9837,421.2525,1293.1450000000002
다사613483,7.8112,437.585,458.3525,78.3723,453.3374,16.2982,445.8642,1897.6208,8.9228,308.8109,407.6009,81.9928,335.4716,24.3898,396.2761,1563.4649,5.3996,340.9172,582.4213,69.7332,438.4226,19.0656,293.0612,1749.0207
다사613484,72.935,296.8179,274.9967,453.8061,190.1532,196.5459,337.5854,1822.8401999999999,105.4663,243.6357,369.7879,387.5505,193.2888,240.7035,469.2255,2009.6582,59.3525,243.3626,316.2877,464.9015,237.6262,133.8333,355.5129,1810.8766999999998
다사613485,369.5667,445.6578,198.3402,479.4683,368.6273,215.8179,442.5751,2520.0533,352.9638,610.3349,200.5289,366.6035,376.369,303.978,270.9051,2481.6832,356.4685,531.6354,147.5873,427.4715,193.7239,285.1598,479.5657,2421.6121
다사613486,198.3634,499.5093,16.6514,345.659,198.7642,41.8542,279.8351,1580.6366,219.2403,414.9244,16.6168,340.6611,204.2899,27.1689,370.4662,1593.3676,262.8004,735.813,20.7839,258.9327,202.1932,47.9185,400.3109,1928.7525999999998
다사613487,139.5654,400.4407,306.8782,484.5073,26.1983,108.8023,144.8638,1611.256,121.5138,441.4507,333.7742,549.8264,22.6899,106.7319,112.3106,1688.2975000000004,191.9359,270.1042,222.6574,616.7542,28.0055,99.5175,187.1055,1616.0801999999999
다사613488,137.3461,4.9353,168.2722,301.235,226.5225,403.8318,125.291,1367.4339,78.3073,7.2141,186.3865,174.8518,115.9473,487.4481,169.9235,1220.0786000000003,167.7846,6.2117,179.5347,366.2043,137.7977,582.5321,88.6178,1528.6829
다사613489,166.092,18.8574,129.2895,486.1863,0.4016,480.0179,353.5133,1634.3580000000002,230.1206,16.0538,105.7454,303.606,0.5318,559.5811,360.7315,1576.3701999999998,118.3909,27.3687,78.0355,703.9503,0.2613,661.6296,521.6977,2111.3340000000003
다사614474,361.633,371.4971,403.9617,275.6467,86.8831,445.1082,110.9154,2055.6452,265.9361,410.1131,281.3831,304.361,64.5101,280.1444,64.0494,1670.4972,336.8434,514.5928,319.5369,140.1282,57.8012,499.8471,121.8435,1990.5930999999998
다사614475,279.8392,278.9185,409.4317,210.1662,280.5042,326.9148,476.0198,2261.7943999999998,189.234,172.2167,528.3291,138.903,180.8546,287.5357,249.8093,1746.8824,197.9986,362.7199,488.7638,244.7197,322.5412,262.8005,441.2629,2320.8066
다사614479,475.4214,99.0047,185.0976,469.3829,209.9586,164.0781,179.3899,1782.3332,321.9187,59.8133,160.3925,293.9607,147.2512,102.991,168.2326,1254.5600000000002,624.5414,113.5247,263.2062,551.5925,292.3273,241.7406,192.6161,2279.5488
다사614480,21.9167,413.4285,358.4967,127.2451,200.6817,268.5693,308.8554,1699.1933999999997,13.3137,207.2413,208.3236,76.6998,146.5297,382.6153,187.2162,1221.9396,25.0623,347.8063,317.3722,167.8417,122.9861,347.3334,219.3822,1547.7842
다사614481,265.0635,472.6351,404.1489,328.2429,393.6315,95.39,1.6105,1960.7223999999999,309.0105,671.1742,298.2571,396.0343,281.5148,123.8993,1.2919,2081.1821,348.2995,482.4578,434.9589,203.2422,473.7159,115.9484,0.9216,2059.5443
다사614482,48.5203,397.5194,239.4651,79.9058,140.6696,448.2628,55.6465,1409.9895000000001,39.5544,328.8981,133.9344,83.8229,188.0651,383.6441,78.2822,1236.2012,51.3844,415.3553,309.5189,51.2904,111.1275,545.9711,47.0138,1531.6613999999997
다사614483,394.8363,365.7467,389.4756,152.6036,81.458,220.3047,418.3355,2022.7603999999997,451.5964,352.0395,523.3045,187.1063,66.9022,153.091,394.4197,2128.4595999999997,568.1922,209.6396,244.2473,84.1833,110.2433,275.788,290.2262,1782.5199
다사614484,165.4566,142.4097,329.2117,333.7871,198.1491,137.4811,311.1568,1617.6521,232.7123,115.9763,198.095,200.1476,203.3924,143.7365,192.8417,1286.9017999999999,196.995,198.0284,358.8067,416.8698,244.4663,181.2204,407.6563,2004.0429
다사614485,376.2595,429.5159,339.8551,69.1461,31.6225,481.6319,234.4928,1962.5238,541.2143,398.8438,461.8824,72.0157,42.5827,486.5332,149.128,2152.2001,496.9427,299.9929,479.6692,78.4257,46.5859,499.5119,253.6157,2154.744
다사614486,66.1481,481.7454,202.3288,413.7105,499.3715,47.6947,12.6128,1723.6118000000001,69.2683,245.8383,194.2843,411.1824,539.1182,49.8847,7.3799,1516.9560999999999,97.3308,414.5344,114.4728,368.4813,544.0055,64.6785,16.6665,1620.1698
다사614487,122.378,336.8459,341.5622,222.0597,92.7307,11.2332,145.0972,1271.9069,72.6202,334.3105,313.5537,283.6384,53.0454,11.6432,162.5994,1231.4108,119.7644,174.4952,360.5934,165.3097,136.7059,13.9969,155.2776,1126.1431
다사614488,446.1988,351.3753,92.2197,89.1616,168.503,224.9321,418.5238,1790.9143,272.8591,249.6106,130.3913,112.9125,200.0839,129.8086,264.1035,1359.7694999999999,453.6569,397.1839,116.7646,54.9808,128.0707,227.4526,595.3395,1973.449
다사614489,447.5164,44.7291,0.5178,89.2054,426.5108,410.5654,26.4309,1445.4758000000002,300.4609,55.5204,0.3253,89.7159,280.1019,207.9194,18.4048,952.4486,237.4652,51.8844,0.4352,99.0014,422.7,499.1212,37.7488,1348.3562000000002
다사614490,33.8819,212.5256,33.2227,61.0372,303.2108,313.0346,356.0609,1312.9737,44.9134,233.7901,23.4297,46.4468,434.964,445.4528,470.2008,1699.1976000000002,26.1453,306.9699,47.7344,54.1295,228.9234,202.3464,401.3966,1267.6455
다사614491,376.477,371.4881,243.9502,222.4708,7.6372,272.0163,120.9733,1615.0128999999997,428.694,388.7852,316.5247,208.9103,7.9155,150.5232,153.5629,1654.9158000000002,432.5449,512.487,280.7996,197.3355,7.5587,403.2763,145.1006,1979.1026
다사615474,157.1427,177.1714,111.7024,294.0112,322.7412,119.1955,463.6588,1645.6232,111.1086,258.453,129.3479,168.7817,332.9306,69.6552,354.9762,1425.2532,202.2164,187.5156,135.0255,355.9142,395.1916,104.742,292.4667,1673.072
다사615475,93.332,166.9221,119.8329,325.9324,376.6552,115.5832,358.5259,1556.7837,59.0891,86.4001,79.2082,417.1281,454.3354,94.1081,467.4362,1657.7051999999999,122.4847,95.9419,135.8808,240.4733,516.3313,103.4998,226.7414,1441.3532
다사615476,96.9174,176.0637,208.3044,496.6089,62.2712,240.4388,172.8124,1453.4168,82.2179,235.17,168.9696,386.9132,84.0277,359.8036,176.2164,1493.3184,83.3569,105.882,233.8081,294.4091,66.5703,242.2082,197.4291,1223.6637
다사615477,180.2858,307.2557,260.3676,294.4506,237.7766,388.7072,143.7291,1812.5726,215.5019,241.3499,357.0228,354.7089,120.4349,576.7391,192.9305,2058.688,236.4264,432.6668,358.2585,398.987,290.2735,230.6386,84.3417,2031.5925000000002
다사615479,53.5582,341.0763,483.32,374.997,308.2819,86.7455,438.8557,2086.8346,45.5077,322.2381,511.0312,539.4485,375.5484,69.2689,299.6959,2162.7387000000003,60.1319,217.2486,255.2934,399.8417,188.9113,128.4507,542.9098,1792.7874000000002
다사615480,304.6637,64.5761,392.7803,130.8736,261.2603,336.5886,391.3087,1882.0513,245.6998,55.1131,254.9298,90.8597,347.3195,368.5827,396.3206,1758.8252,198.3274,90.7464,356.4016,82.0215,314.3458,318.9775,235.6457,1596.4659000000001
다사615481,160.2862,43.786,28.0635,216.7984,200.5431,243.4749,267.3198,1160.2719,203.617,22.9816,32.7806,302.5472,164.9696,350.5932,187.0066,1264.4958,214.2047,27.1858,35.7566,203.4889,163.4408,285.1585,247.8286,1177.0639
다사615482,141.1162,70.6778,49.6013,267.1367,26.7139,185.9501,51.1933,792.3892999999999,116.759,102.0108,63.8751,233.5717,27.0046,274.9522,69.3815,887.5548999999999,95.3688,96.6502,39.3234,203.9404,14.6483,248.4414,64.9288,763.3013
다사615483,375.1671,386.7029,420.2398,140.1237,225.0475,152.7871,383.4822,2083.5503,431.0587,409.8693,303.2996,79.4559,153.9577,226.5599,373.0702,1977.2712999999999,209.8697,550.9167,343.8303,125.2799,137.3356,139.6333,357.4486,1864.3140999999998
다사615484,419.2679,424.5977,307.3826,374.6001,120.094,442.0746,67.8006,2155.8175,323.7647,491.8867,411.1736,369.0427,159.4931,615.8913,68.79,2440.0420999999997,349.3636,627.545,412.9038,198.1539,88.1438,324.6219,57.33,2058.062
다사615485,381.9678,56.2281,412.882,246.08,131.0887,415.3907,389.2371,2032.8744,543.9518,39.2386,467.5186,221.557,162.4394,554.7547,357.1242,2346.5843,347.0305,66.1032,399.4992,259.186,116.9768,419.5288,436.8578,2045.1823
다사615486,17.7225,189.5364,130.1772,475.9448,175.373,272.3979,295.2414,1556.3932,21.2387,107.5918,65.4914,691.6903,164.75,304.361,387.2561,1742.3793,13.0429,244.2187,162.6853,664.5773,186.6963,161.6322,203.4726,1636.3253000000002
다사615487,100.9307,406.7163,200.1441,408.9965,363.2471,398.67,101.557,1980.2617000000002,89.5112,310.7812,150.9671,600.181,490.5585,567.098,78.5722,2287.6692000000003,106.5902,552.4543,112.2922,376.6418,311.6848,543.4874,130.518,2133.6686999999997
다사615488,494.4692,187.6658,406.2403,355.4488,135.6831,110.3891,30.7006,1720.5968999999998,273.4223,189.7348,222.0451,352.7082,88.6866,86.6165,43.5339,1256.7474,401.2833,105.2412,355.0461,198.0173,79.6078,151.0904,24.9232,1315.2093
다사615489,363.645,19.5685,315.274,268.1068,355.7025,78.2568,207.4879,1608.0415000000003,501.9346,24.1504,165.8347,213.6166,295.8876,47.8664,135.4854,1384.7757000000001,215.713,23.654,313.1708,219.8845,183.1803,67.9419,256.0904,1279.6349
다사615490,101.5029,115.383,216.5168,17.5117,64.3482,266.402,189.0741,970.7387000000001,83.957,89.3469,211.7266,11.1481,83.7575,284.1166,101.2265,865.2792,111.2316,120.2687,222.07,10.8993,54.0966,309.9595,166.7976,995.3232999999999
다사615491,444.1997,80.632,206.1753,387.3644,88.7901,262.7469,428.0795,1897.9878999999999,421.1725,103.5203,178.8206,538.9692,75.3157,305.6768,216.3521,1839.8272000000002,616.5254,75.7745,235.5716,347.6216,73.1297,271.8647,526.8079,2147.2954
다사615492,457.1558,482.6491,279.1545,41.159,405.9133,197.5432,249.9992,2113.5741000000003,603.2922,436.3363,241.6007,31.5501,367.6196,100.4401,251.2599,2032.0989,574.3731,358.4729,397.886,25.5133,290.3331,114.6617,368.3816,2129.6217
다사615493,295.046,61.1556,75.7209,0.0033,204.7819,158.5735,410.3731,1205.6543000000001,215.5836,61.6598,93.3198,0.0018,290.5402,206.8806,463.55,1331.5357999999999,241.5119,41.3124,109.6929,0.0046,140.6896,155.272,485.1575,1173.6409
다사615494,399.8126,364.311,386.5939,332.7337,301.2833,435.9533,167.0817,2387.7695000000003,334.682,195.7472,474.9108,337.7191,204.2333,223.8308,173.4202,1944.5434,553.2627,509.0281,284.3562,275.0877,371.6246,636.7945,155.7289,2785.8827
다사616477,421.7879,242.9663,150.7693,237.4328,269.5058,261.6517,202.4053,1786.5191,437.8339,166.5413,96.0439,276.203,395.1237,309.1144,199.0645,1879.9247,423.222,345.0718,114.3433,319.9894,321.1899,178.0457,248.4715,1950.3336
다사616478,313.2129,226.1254,170.4323,345.6953,137.952,175.6198,450.9271,1819.9648000000002,454.437,222.812,202.2753,216.569,98.8927,98.836,478.5443,1772.3663000000001,193.6985,155.1361,167.683,265.6445,76.9611,97.4273,462.4818,1419.0323
다사616479,192.355,262.4373,462.5811,75.6852,22.7005,161.7159,225.1035,1402.5784999999998,224.3831,152.4469,404.9354,47.9989,27.1619,85.0561,283.128,1225.1103,212.8306,198.1924,395.8499,55.0086,19.4769,163.1502,159.9601,1204.4687000000001
다사616480,116.9444,51.9108,123.717,281.1977,85.8378,81.4018,342.0877,1083.0972,87.4372,52.6127,123.8,154.5327,88.4813,103.1025,390.7467,1000.7130999999999,133.2248,45.6702,112.5561,221.4885,52.0611,70.6537,257.1944,892.8487999999999
다사616481,202.4718,184.6751,366.2006,195.1383,300.0398,305.47,115.3153,1669.3109,274.5654,231.9765,263.707,269.0655,320.0706,310.817,141.0483,1811.2503,252.8933,157.1427,344.1574,124.8878,342.6699,204.2272,98.5745,1524.5528
다사616482,218.078,297.9275,143.8237,404.4223,246.7786,290.8867,441.8162,2043.7330000000002,154.2184,389.9947,152.2051,484.9404,303.6825,271.783,480.9811,2237.8052,301.4554,244.5005,151.0643,554.9309,210.7415,336.8445,405.861,2205.3981
다사616483,431.5207,287.0159,193.0798,341.621,4.4521,114.1542,289.9573,1661.801,605.2758,238.4836,203.234,340.8864,3.8225,114.1243,166.2847,1672.1113,259.5208,257.202,176.3376,410.1524,2.6563,156.5113,273.2676,1535.6480000000001
다사616484,414.4878,221.417,52.4427,194.4551,492.0506,22.2455,385.4157,1782.5144,371.3865,317.1802,53.0581,189.6565,587.321,22.314,532.0678,2072.9841,293.4708,302.742,68.8774,138.6083,636.5514,27.1235,279.8012,1747.1745999999998
다사616485,340.9426,46.181,79.0447,196.3091,256.8144,241.4197,285.6387,1446.3501999999999,399.0661,51.4156,64.0086,289.5953,262.1988,257.7705,276.5771,1600.632,382.3127,43.1844,84.4382,113.0431,373.9491,173.8867,389.588,1560.4022
다사616486,356.0745,250.9059,326.1605,95.3525,239.0355,452.0536,44.9819,1764.5644,350.3956,320.9198,163.8881,120.6994,309.7202,237.7177,28.4177,1531.7584999999997,282.0737,194.3124,428.0865,93.0786,315.0446,423.9305,26.0921,1762.6183999999998
다사616487,347.5185,371.085,199.7178,182.7469,439.8564,123.8016,55.0631,1719.7893,219.5652,443.2659,148.553,156.7891,424.4102,80.8374,36.5433,1509.9641,219.8398,525.3862,248.2453,153.5425,485.3732,79.7611,64.9283,1777.0764
다사616488,445.2815,469.0253,367.3475,354.4259,45.9451,185.9103,12.941,1880.8766,549.6084,557.7406,371.7025,489.1366,52.3243,241.781,6.8435,2269.1369,495.2814,464.8297,398.8406,183.1204,46.66,261.6373,13.747,1864.1164
다사616489,27.1841,187.3279,357.2088,339.5955,439.8017,389.6188,325.0767,2065.8134999999997,17.8615,206.587,479.8327,304.7695,293.9433,248.5266,347.1847,1898.7053,30.429,219.9834,394.729,435.2862,489.5301,535.3315,266.2145,2371.5037
다사616490,22.2912,93.6289,202.1678,481.6437,481.8322,207.4581,304.2897,1793.3116000000002,20.4411,119.4786,182.857,608.8814,551.199,126.7769,186.8725,1796.5065,12.0513,70.5254,185.8598,642.7781,677.0162,188.5221,221.207,1997.9598999999998
다사616491,225.8661,182.7044,167.9567,302.2838,357.0492,77.4563,157.2008,1470.5173,241.0456,165.4718,164.2362,391.2259,315.2774,93.8955,150.7952,1521.9476000000002,268.3086,173.7125,186.5727,412.7586,444.958,76.8591,137.7192,1700.8887000000002
다사616492,248.6525,336.1932,291.7298,259.9924,115.3628,101.5675,142.247,1495.7452,299.0949,490.1692,232.7143,378.5454,98.3064,147.1803,182.2738,1828.2842999999998,341.2339,438.9231,178.0765,314.8694,85.0778,145.654,134.268,1638.1027
다사616493,468.9418,347.8648,65.4261,412.4281,403.6269,353.3047,70.338,2121.9304,699.7471,253.2855,37.8389,351.2489,292.6861,254.1345,63.2697,1952.2107000000003,286.6684,268.1412,72.6682,363.223,522.9781,340.459,88.185,1942.3229000000001
다사616494,110.0019,311.8609,488.7616,151.7063,485.2279,95.181,317.3782,1960.1178,147.9767,445.1159,437.3616,92.0005,499.5588,108.6671,319.6308,2050.3114,107.0736,357.1576,602.8731,214.3126,430.4649,111.4295,296.7727,2120.084
다사616495,95.8751,223.5792,364.8465,22.2685,53.5663,355.8897,349.7844,1465.8097,58.4498,195.6706,260.8345,19.7428,65.2407,241.9646,499.2523,1341.1553,65.1886,152.9328,300.0344,31.0388,42.638,419.8073,328.4286,1340.0685
다사616496,30.2854,105.7551,83.8941,219.8381,25.165,288.6171,113.6559,867.2107,18.4305,74.4364,115.8306,289.9539,13.2599,380.6218,167.5943,1060.1274,26.6245,89.5678,115.5727,254.9847,30.4657,202.6242,100.5372,820.3767999999999
다사617478,113.9689,8.6221,320.3675,116.6097,16.9163,368.5534,94.6935,1039.7314000000001,115.2329,11.1061,229.1457,70.2862,20.6637,309.2133,60.887,816.5348999999999,155.553,10.7496,249.1455,68.1889,22.5208,226.348,124.1154,856.6211999999999
다사617479,410.6589,124.2828,0.2854,423.0985,297.7448,91.5196,76.0357,1423.6256999999998,392.2363,181.4675,0.2603,602.827,158.3059,88.097,53.1952,1476.3892,308.7268,144.1835,0.2271,468.504,318.9994,62.1086,80.8463,1383.5956999999999
다사617480,331.8443,208.654,401.2882,55.2751,62.2067,444.3568,302.5171,1806.1422,409.7824,277.6228,308.2814,44.7854,52.7468,248.1656,330.2068,1671.5911999999998,324.0546,284.6345,301.8222,78.5588,43.1679,353.7139,227.195,1613.1469
다사617481,104.6641,336.7112,477.1703,281.0892,253.2553,399.6211,455.494,2308.0052,85.1525,217.565,470.7077,275.1319,170.8313,431.6413,259.4311,1910.4608,99.9437,373.8329,256.5558,213.1278,324.9118,553.4013,370.2266,2191.9999000000003
다사617482,251.5072,224.8652,375.0639,137.6785,276.0944,295.3399,152.9856,1713.5347,354.2038,193.0447,243.8587,116.8717,225.5166,424.7606,150.0575,1708.3136,169.2351,169.7594,250.8704,154.164,390.7162,352.1086,131.5942,1618.4479000000001
다사617483,30.5843,378.5182,363.9468,314.2215,160.2417,21.0367,468.6894,1737.2386,19.0828,249.2537,340.9521,180.0746,107.5783,13.9666,273.1152,1184.0233,20.4837,229.4439,200.1962,376.5861,170.1024,30.1114,672.9987,1699.9224
다사617484,402.5689,233.5196,163.3113,349.685,275.1137,471.2804,41.7191,1937.198,521.571,320.8816,180.2041,233.4355,272.1953,364.152,61.0302,1953.4696999999999,220.7667,319.9117,167.7347,495.2178,406.1942,326.7183,56.4346,1992.978
다사617485,10.3628,321.2657,348.0803,284.1399,427.5948,355.1821,428.8135,2175.4391,8.4522,171.8081,320.0091,338.03,267.4989,197.2562,641.5665,1944.621,12.2448,237.4344,297.0509,339.6555,217.5684,513.4703,313.6683,1931.0926000000002
다사617486,176.6927,83.0847,202.1405,113.8904,230.1878,452.7231,409.5491,1668.2683,215.482,42.0753,271.6777,160.1762,306.7036,317.9909,409.6079,1723.7136,200.4758,61.72,274.4647,126.7753,194.5899,490.9041,523.5845,1872.5142999999998
다사617487,487.9452,343.562,391.7781,127.8984,306.5103,473.4514,493.3093,2624.4547,317.5871,210.0435,220.0021,83.6484,232.8704,385.6416,389.0556,1838.8487,658.2234,319.5082,247.9105,191.2933,382.3666,296.8031,570.0125,2666.1176000000005
다사617488,77.364,293.5096,488.4677,54.185,16.229,17.474,488.1782,1435.4075,114.5426,356.2449,378.8701,50.1264,15.9235,18.2614,313.8674,1247.8363,97.3224,268.8839,556.9426,32.0159,24.1685,9.9923,345.3804,1334.706
다사617489,442.5242,340.278,159.4356,94.71,71.871,431.2538,279.927,1819.9996,225.0732,177.3523,238.6428,51.3863,85.8014,336.2044,375.1737,1489.6341000000002,452.2917,467.9247,149.8652,50.8008,62.9314,351.8944,146.4816,1682.1898
다사617490,186.1061,277.9596,449.0063,149.2885,242.2441,164.2185,476.1141,1944.9372,265.8013,250.0615,306.7329,100.1731,240.143,178.7739,626.3985,1968.0841999999998,271.4405,214.6628,437.7227,142.876,199.6623,214.976,680.3838,2161.7241
다사617491,359.8116,95.3763,333.1831,294.7465,324.6095,135.2319,255.071,1798.0299,477.0297,94.7264,492.4416,355.2337,169.2444,68.2149,379.0852,2035.9759,376.1393,122.5897,269.2663,182.1992,420.7594,150.9413,205.2783,1727.1734999999999
다사617492,173.4797,371.3824,73.103,332.6446,85.9348,73.5741,91.2344,1201.353,168.0997,540.9661,69.2983,455.3992,111.2382,94.2529,130.3333,1569.5877,171.8396,426.1072,61.7583,393.8286,74.6971,89.4663,116.1954,1333.8925000000002
다사617493,300.2989,39.6356,364.0338,255.5137,114.8496,327.8764,112.8019,1515.0099,208.2023,57.0479,381.4273,131.4627,82.156,409.6648,72.6082,1342.5692,406.026,24.9279,422.8009,283.9836,169.4565,469.3315,116.6175,1893.1439000000003
다사617494,154.9476,54.4556,414.778,345.3294,77.6186,398.9887,93.882,1539.9999000000003,114.873,32.0976,376.905,331.7771,103.449,470.2151,65.5334,1494.8502,121.5053,68.8757,557.2835,284.5372,68.4102,559.791,47.3387,1707.7416
다사617495,456.7826,319.6032,342.8465,194.9244,25.2984,428.9076,67.75,1836.1127,252.5321,241.9784,173.4245,285.9764,20.0171,604.77,47.7486,1626.4470999999999,569.922,424.0365,416.9423,290.4371,21.8375,241.0643,100.7493,2064.989
다사617496,396.6915,46.702,155.4394,225.2275,33.2921,333.2392,318.9415,1509.5331999999999,296.9435,54.0335,87.2039,242.6103,17.2471,281.2125,254.6662,1233.917,456.7321,65.1737,175.8736,225.55,37.2697,463.205,237.8318,1661.6359
다사617497,46.4818,407.6335,344.3515,434.1552,169.0903,450.1587,301.5009,2153.3719,48.0885,387.7875,316.8135,585.4229,94.5446,576.7444,442.3981,2451.7995,37.6083,590.2019,306.1366,564.2861,189.5605,602.5461,285.0437,2575.3832
다사617498,6.9954,67.5528,257.4857,200.2352,10.6281,433.3348,256.1215,1232.3535,8.7132,41.3129,325.2926,191.4869,14.5859,232.4361,310.6317,1124.4593,6.3413,70.292,270.0567,178.4565,14.0607,376.7732,274.0339,1190.0143
