GID,A00,A10,A20,A30,A40,A50,A60,TOTAL,WD_A00,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_TOTAL,HD_A00,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_TOTAL
다사613488,316.0893,463.8384,202.7195,313.6378,67.9156,306.1615,305.4459,1975.808,319.8195,523.5062,138.405,465.3028,73.2741,424.0334,395.33,2339.6710000000003,471.8928,539.5199,137.4212,428.3919,59.3278,400.0154,454.3657,2490.9347000000002
다사613489,158.4747,185.7935,322.2187,384.0961,168.1697,60.4492,343.6801,1622.882,113.4133,137.2361,313.2795,320.5088,191.0494,64.7424,489.2461,1629.4756,123.4406,185.4011,181.4196,431.0689,96.597,64.7068,226.3333,1308.9673
다사614474,384.4768,245.6848,352.23,396.5542,126.9996,404.6257,462.3695,2372.9406,381.2548,221.4134,520.3499,403.093,74.1054,570.8414,264.4343,2435.4921999999997,544.47,133.9143,484.3267,357.2685,66.4821,447.3364,444.8648,2478.6627999999996
다사614475,310.6849,110.1402,223.9971,49.2943,89.5309,470.2319,47.2518,1301.1311,239.815,94.2631,245.5031,67.6807,46.9015,521.4193,46.8763,1262.4589999999998,377.4681,82.6971,178.9453,55.7555,46.5211,308.38,40.1932,1089.9603
다사614479,267.1185,158.1188,237.8015,1.5688,403.458,415.0207,356.2827,1839.3690000000001,240.0918,154.0265,333.0191,2.0617,516.8214,309.4363,508.5181,2063.9749,275.978,206.7915,203.8256,1.0732,270.6174,540.4183,392.8989,1891.6029000000003
다사614480,261.7412,450.2752,465.1685,23.8234,127.3256,274.7632,37.6145,1640.7115999999999,353.6524,621.377,310.7032,20.8614,115.2461,155.7548,27.2714,1604.8663,374.9443,419.071,262.8009,12.4741,145.2339,289.9601,52.2533,1556.7376
다사614481,356.3904,453.1661,185.5114,402.6921,490.7241,184.3007,220.5225,2293.3072999999995,480.6237,342.8484,214.3943,202.9167,535.358,132.0107,217.2561,2125.4078999999997,508.4449,327.829,133.208,535.6337,424.8114,128.6449,251.5828,2310.1547
다사614482,371.8315,473.5885,81.2856,237.1742,269.4312,412.6515,109.5348,1955.4973,547.2843,543.9371,100.4013,341.5308,185.8447,280.9595,123.1163,2123.074,450.0302,501.0233,105.042,178.6974,154.3428,475.9685,74.5928,1939.6969999999997
다사614483,179.727,34.4094,462.4756,26.4351,406.8943,238.1295,249.8119,1597.8827999999999,131.5969,24.0594,405.0644,27.9034,595.7346,278.9048,164.901,1628.1645,103.497,22.3627,645.2557,25.4251,518.1864,173.4505,216.2902,1704.4676
다사614484,276.4711,219.7052,430.4522,452.4449,19.991,352.7658,74.5559,1826.3861,382.275,207.227,455.4215,338.6152,23.5117,325.7418,62.7575,1795.5496999999998,371.7572,293.8653,252.0607,594.6985,24.0465,349.2492,38.8406,1924.5179999999998
다사614485,96.9713,152.5657,393.994,345.6321,169.9451,318.3132,426.9373,1904.3587,130.7187,98.4829,247.5701,206.8581,135.5636,443.9331,430.8756,1694.0021000000002,87.1955,100.1268,500.2818,481.7674,114.7864,321.5013,248.0414,1853.7006000000001
다사614486,465.2177,336.8152,316.9461,67.6529,24.9644,25.3462,394.0423,1630.9848,252.3629,172.473,464.9031,87.151,22.9372,15.87,427.6223,1443.3195,437.3047,372.0633,196.3042,52.9078,31.0078,32.3375,436.4503,1558.3756000000003
다사614487,73.7281,49.9831,13.6442,237.0215,44.6686,38.705,166.3073,624.0577999999999,38.1199,25.4388,19.8753,245.1359,61.2522,30.0909,204.2659,624.1788999999999,64.8026,32.2985,9.6794,295.6443,36.7883,52.7803,101.1629,593.1563
다사614488,432.0691,83.0036,263.0468,240.3459,14.9576,486.2558,236.5913,1756.2701000000002,351.1802,110.7843,253.81,189.0456,11.901,424.0231,331.6483,1672.3925000000002,355.9562,46.7086,381.4385,150.2984,9.4537,288.6215,182.9724,1415.4493000000002
다사614489,299.4077,256.6884,6.0928,454.6673,468.9456,399.6016,395.2805,2280.6839,176.7523,272.1357,8.341,380.1676,503.3653,301.517,429.3093,2071.5882,245.6764,147.9985,3.6367,426.1155,670.4205,458.2104,306.8773,2258.9353
다사614490,91.038,396.1937,234.3557,323.0344,111.2948,375.8107,441.549,1973.2762999999998,109.7325,474.3134,131.4995,178.5119,117.1601,195.9263,510.7918,1717.9355,92.747,454.049,155.185,475.8337,121.7063,394.1496,324.759,2018.4296
다사614491,165.1225,89.4209,488.6787,57.068,452.4998,153.8194,261.1127,1667.7220000000002,224.9917,124.4602,465.5527,36.2172,627.8531,80.5586,307.5442,1867.1777000000002,156.0082,50.6509,585.0207,61.6575,298.3056,128.1403,312.4344,1592.2176
다사615474,395.9173,238.8304,443.8868,270.909,449.3161,295.5425,423.7146,2518.1167000000005,519.777,250.3705,623.9147,397.9381,330.22,231.1047,464.2404,2817.5654,232.2293,226.706,592.2097,167.6364,437.4058,204.0636,309.3237,2169.5745
다사615475,412.5552,258.7913,367.2892,267.8301,59.3384,283.5651,463.0929,2112.4622,256.3963,240.5748,392.0607,268.0469,50.2037,216.5771,559.0095,1982.8690000000001,528.2719,239.6914,336.705,165.9908,88.228,156.5483,301.0052,1816.4406
다사615476,350.0489,258.6092,471.1666,148.6356,399.8043,291.9757,155.5917,2075.8320000000003,438.1354,270.5703,421.2701,86.6179,536.6918,310.1414,216.1107,2279.5376,319.1725,240.3864,403.7653,179.4521,321.3661,202.8946,155.1489,1822.1859
다사615477,97.0742,232.8026,175.675,221.0517,157.3157,54.9704,184.3386,1123.2282,130.2843,222.9029,166.1882,312.1845,218.8785,64.5716,106.3857,1221.3957,113.838,291.9345,188.1015,257.5687,172.5027,59.6927,141.3091,1224.9472
다사615479,52.1129,69.5264,55.6126,351.435,63.9172,449.8014,59.0265,1101.4319999999998,31.9943,41.9642,71.3194,412.5861,67.134,443.7508,62.6362,1131.385,57.8127,38.6479,64.9522,432.1634,52.2584,277.8411,51.6783,975.354
다사615480,231.7567,411.8036,262.499,454.7173,295.9713,367.5006,401.8591,2426.1076000000003,191.9332,551.7584,348.0581,515.8329,365.4148,498.7181,319.4693,2791.1848,170.2279,559.3426,275.8534,255.6634,394.1316,296.1062,212.1713,2163.4964
다사615481,193.4536,488.3764,434.6843,339.6996,119.8606,3.8246,192.6886,1772.5876999999996,263.8817,395.2451,340.4043,323.8471,121.4664,2.5927,224.1004,1671.5376999999999,247.8287,628.9909,548.0705,459.2325,148.1068,4.8368,148.7496,2185.8158000000003
다사615482,59.362,89.7473,384.0682,176.2964,66.9991,429.3439,224.5865,1430.4034000000001,40.0306,59.9126,447.7966,182.2055,64.3154,567.0425,191.6083,1552.9115000000002,78.9834,98.2013,207.5077,116.0144,77.2243,404.6566,261.151,1243.7387
다사615483,364.9503,48.1456,456.8089,419.6825,157.786,392.7886,294.6415,2134.8034000000002,393.5679,45.1978,441.3225,478.4285,142.0448,332.1193,230.4161,2063.0969000000005,349.9,64.9096,410.2512,532.1141,164.0995,231.6443,378.7947,2131.7134
다사615484,356.9505,116.4373,27.1899,244.7568,286.503,155.6583,439.99,1627.4858,327.9166,163.3566,37.5659,157.7518,348.7657,97.5163,277.1102,1409.9831,272.8995,143.3699,15.5456,263.6889,289.9714,161.624,507.5285,1654.6277999999998
다사615485,217.9961,438.739,102.5232,471.6347,456.5768,59.2278,465.8758,2212.5734,221.4629,255.3957,76.5998,697.1791,619.7345,61.3671,236.7402,2168.4793,114.0652,534.6496,55.0575,301.0443,477.7875,70.2584,598.4306,2151.2931
다사615486,232.9547,91.7878,122.5557,452.6914,59.6962,429.0563,245.7747,1634.5167999999999,333.0967,46.6504,173.2241,284.7583,73.0238,462.3362,362.8034,1735.8928999999998,284.0445,127.9891,89.7983,629.2794,65.8617,585.0298,249.2794,2031.2822
다사615487,65.3585,453.6875,14.3987,10.2783,106.2407,422.4822,104.4152,1176.8610999999999,55.7852,265.5248,16.0379,10.9958,144.7739,452.2585,71.2239,1016.6,42.8962,483.2611,14.2754,5.6034,59.3741,363.5502,73.4762,1042.4366
다사615488,483.5497,25.6189,280.8025,83.0409,70.9422,311.318,469.3509,1724.6230999999998,494.2757,30.951,351.6534,66.7184,73.4031,379.2943,534.6357,1930.9316,449.1242,20.976,163.1496,69.1237,92.387,414.1948,538.3516,1747.3068999999998
다사615489,74.4999,267.978,385.8325,244.6159,350.7679,494.5315,460.862,2279.0877,41.2108,216.5601,520.8843,152.6754,255.0613,387.2408,321.6459,1895.2786,73.6637,311.6991,412.6878,278.539,487.017,300.7627,249.381,2113.7503
다사615490,412.4313,379.4169,313.6045,141.3782,322.918,103.8007,324.9766,1998.5262,610.6357,378.2906,365.7312,161.8319,413.3608,139.3474,410.2955,2479.4931,360.2764,254.0703,304.5701,115.4014,379.2785,134.1709,195.0825,1742.8501
다사615491,411.8416,155.1371,351.9052,152.6748,414.3062,338.9377,214.628,2039.4306,384.635,142.579,245.1533,191.5152,517.3162,308.3229,223.4765,2012.9981,491.7828,175.7777,474.0635,160.9589,244.3615,236.4927,156.7447,1940.1818
다사615492,178.7389,33.5077,490.0989,497.792,404.928,386.1055,295.4801,2286.6511,170.7501,45.6244,581.6391,392.4486,352.7039,517.9873,301.4054,2362.5588000000002,214.1141,17.1517,694.1006,271.3664,504.6894,193.366,155.733,2050.5212
다사615493,459.5818,177.1859,450.4302,104.3309,406.8455,372.8893,68.4247,2039.6883,339.7778,231.3763,302.7636,70.7366,587.2037,473.8369,101.069,2106.7639,362.1515,162.0175,505.0892,78.3854,335.4369,217.901,83.9185,1744.8999999999999
다사615494,36.5657,280.2372,47.6515,379.902,400.6869,145.8476,107.5428,1398.4336999999998,36.7491,341.687,64.0048,414.2315,393.8221,123.926,109.8602,1484.2806999999998,45.6227,336.2183,33.2623,478.3166,285.0733,192.0419,69.2563,1439.7913999999998
다사616477,14.7627,397.2989,176.3355,47.722,207.082,326.3887,262.1082,1431.6979999999999,16.0266,507.4676,252.1877,60.0678,261.9386,184.4966,262.3337,1544.5185999999999,8.2673,392.5789,130.1588,69.3679,231.9895,368.9658,137.3028,1338.6309999999999
다사616478,62.7694,368.5194,194.6114,192.7034,334.4527,391.3887,205.6414,1750.0864,64.8114,261.2815,123.7012,148.5844,265.5351,410.7133,146.0411,1420.6679999999997,59.7694,283.981,254.2287,195.7876,431.1502,393.7492,147.5019,1766.168
다사616479,307.213,160.8407,114.9961,18.3784,227.9515,88.5774,464.6622,1382.6193,201.7684,144.8099,97.3347,10.8383,221.9015,47.19,484.1249,1207.9677000000001,257.3851,195.4779,86.7749,21.7066,130.3469,86.8417,628.7524,1407.2855
다사616480,68.713,469.6754,346.0071,111.0261,72.688,157.4521,176.9458,1402.5075000000002,62.5901,282.607,378.3836,140.763,49.6794,232.0193,171.6304,1317.6728,51.3588,348.1675,408.8685,72.8179,87.6394,109.394,229.4225,1307.6686
다사616481,126.4876,267.6869,287.437,197.5475,302.1425,227.773,324.25,1733.3245,169.9111,234.3969,319.2631,203.1553,291.9698,231.661,246.1156,1696.4728000000002,107.5323,166.9257,331.4745,292.3571,244.9657,115.0594,454.6141,1712.9288000000001
다사616482,450.1231,111.5429,118.576,49.484,495.3831,221.7499,82.6428,1529.5018000000002,595.0735,161.8425,130.0992,61.5752,640.0642,161.6818,61.1285,1811.4649,395.7176,71.318,116.2136,31.335,474.0205,306.9488,78.153,1473.7065
다사616483,57.3598,244.0172,257.8505,473.441,322.8585,412.5765,324.2658,2092.3693000000003,59.6087,183.2985,174.1252,483.2749,278.4187,216.6385,395.0905,1790.455,75.3384,224.6498,281.038,560.736,262.1666,486.9199,245.7025,2136.5512
다사616484,362.4212,225.8917,482.488,79.8323,149.5594,226.9337,11.4922,1538.6185,378.5595,221.8226,464.5039,51.0606,123.9205,263.5574,9.6977,1513.1221999999998,375.8847,237.8882,337.0291,57.8197,181.0022,294.0704,17.1781,1500.8724000000002
다사616485,400.2539,95.4789,81.4137,220.916,38.7416,222.6159,238.7927,1298.2127,408.5682,71.6262,73.0185,112.8043,41.4266,116.8113,217.0586,1041.3137,233.5683,107.3917,114.4015,133.6518,52.5592,254.3018,305.716,1201.5902999999998
다사616486,492.8572,306.364,140.2577,439.5329,270.2555,448.7489,201.2401,2299.2563,350.1433,441.6421,109.4922,602.448,157.0582,584.365,235.7504,2480.8992,422.5903,277.9706,203.703,516.2168,332.9098,395.5699,187.024,2335.9844
다사616487,383.614,353.7676,349.4891,131.0167,288.4881,445.3996,487.7701,2439.5452,337.9291,250.4629,348.9917,183.7993,303.0904,641.5436,553.2333,2619.0503,192.9808,303.0386,301.4933,115.71,293.3534,277.453,607.7501,2091.7792
다사616488,204.442,375.8653,199.8417,329.0759,497.8476,463.914,102.0438,2173.0303,187.3278,318.4087,142.1782,176.6965,472.1833,526.9307,63.8907,1887.6158999999998,234.9651,372.2405,208.9902,171.8179,326.9257,411.136,132.5019,1858.5773
다사616489,34.7732,462.5155,96.7866,167.9228,302.4493,375.4379,153.4722,1593.3574999999998,47.2769,232.4559,62.8668,164.864,199.6992,490.7155,138.5646,1336.4429,23.7999,511.3501,107.1094,150.463,251.7159,282.6171,149.4286,1476.4839999999997
다사616490,325.9536,255.5087,142.0933,206.2172,388.6993,345.9315,79.0187,1743.4223000000002,269.0119,160.4252,176.6848,305.5026,354.6258,410.0685,46.3063,1722.6251,335.4832,344.4287,142.6433,171.1216,292.8659,238.3548,113.4676,1638.3651
다사616491,148.4106,11.1671,310.7209,283.7069,258.2778,360.8532,111.5713,1484.7078000000001,97.5607,12.0073,258.0931,169.5688,198.5477,534.6735,108.1976,1378.6487,131.7266,12.8223,352.9713,156.3656,316.142,277.542,73.3557,1320.9255
다사616492,290.1245,437.8739,223.9997,32.1445,466.9724,203.5055,281.5217,1936.1421999999998,366.3975,610.5753,145.5997,28.9266,392.1531,246.1895,183.2884,1973.1300999999999,300.0045,312.8296,163.4493,41.1004,398.5092,214.1693,211.8386,1641.9009
다사616493,82.8211,86.2174,80.747,437.6491,347.4833,260.712,87.2716,1382.9015,101.0239,51.3365,61.6041,593.3304,347.6304,315.6972,76.7631,1547.3856,51.9227,105.0943,70.2377,541.1642,471.5978,208.6646,88.822,1537.5033000000003
다사616494,19.3082,275.0299,102.1548,250.9509,192.6138,94.2211,332.9505,1267.2292,23.696,219.6328,74.3926,275.4389,215.8803,108.1799,274.8256,1192.0461,10.1849,396.1248,59.3133,328.087,198.0484,71.3796,464.3264,1527.4644
다사616495,259.5224,191.0881,374.4916,3.0772,17.2635,226.5873,367.2056,1439.2357,371.7815,237.9322,491.8744,3.4582,10.1909,338.6265,337.8731,1791.7368000000001,242.4101,114.9634,311.8152,2.2498,22.8623,273.0503,473.8088,1441.1599
다사616496,9.5835,236.4244,63.4382,298.1896,155.4379,364.7687,424.5538,1552.3961,12.9886,136.37,83.4234,327.469,156.7067,285.8487,523.6073,1526.4137,4.8366,175.4148,62.2716,412.1012,109.6765,264.6546,344.6476,1373.6029
다사617478,242.8787,153.0117,279.5689,114.5333,422.922,399.1006,41.0335,1653.0487,123.1522,150.8165,336.6183,106.6556,409.3702,409.7592,24.0511,1560.4231,200.0318,133.384,158.2074,134.8509,565.4497,539.3319,47.7463,1779.0020000000002
다사617479,135.0384,488.0116,279.666,147.5632,214.1656,10.4745,390.1855,1665.1048,68.3785,530.589,399.8328,153.6109,297.6497,13.8187,519.348,1983.2276,180.5987,526.9765,398.8666,201.1697,109.9446,6.114,526.6343,1950.3044
다사617480,299.3935,414.0533,111.6257,37.276,237.7046,90.9279,124.7101,1315.6910999999998,438.1101,291.2112,146.1556,47.0598,150.2136,86.8808,184.2291,1343.8602,265.0424,383.9541,64.2266,19.1764,222.2419,92.2506,126.3676,1173.2596
다사617481,76.6401,213.465,321.0398,155.9549,169.5175,456.2872,66.732,1459.6365,101.7493,244.313,344.1428,109.4987,174.0441,421.634,75.114,1470.4959,49.0867,137.1242,454.8197,151.3399,161.1367,405.406,61.8822,1420.7954
다사617482,184.3517,20.9366,2.9303,77.8254,488.8166,400.2846,69.307,1244.4522,128.4934,10.8319,1.6185,100.202,442.6901,300.2261,70.1727,1054.2347,181.6044,26.5834,3.3796,84.2676,690.0566,202.0607,99.6376,1287.5899
다사617483,247.9774,271.629,61.03,266.0115,24.8738,291.269,260.9405,1423.7312,154.2842,335.6704,80.1146,323.0088,21.8207,268.7202,328.0111,1511.6299999999999,367.1583,220.982,60.7323,306.455,12.71,268.1595,243.8758,1480.0729000000001
다사617484,469.1678,288.2491,115.8612,266.4085,242.4882,52.9776,375.7793,1810.9316999999999,401.2346,166.8317,168.0901,344.8251,202.6307,66.832,207.4148,1557.859,606.7052,244.4297,60.0718,309.3931,159.3763,27.1103,266.7192,1673.8056
다사617485,437.9085,351.6306,240.496,197.0962,456.8128,277.9781,209.3359,2171.2581,490.188,485.1027,338.0096,104.6074,276.4087,374.9479,281.5189,2350.7832,603.8114,261.3039,345.1768,260.5667,543.5232,276.624,197.5729,2488.5789000000004
다사617486,464.605,415.4445,22.3047,407.7647,471.5733,289.488,471.78,2542.9602000000004,246.023,318.7317,32.4279,209.8765,649.7833,422.0702,246.6614,2125.574,576.5355,237.5457,25.0746,508.15,251.905,231.4175,236.8769,2067.5052
다사617487,134.9095,9.3208,72.3652,443.0895,80.1819,358.4876,34.8109,1133.1653999999999,180.9345,11.2741,64.3939,594.1267,112.7748,388.2832,31.4791,1383.2663,85.9853,5.9415,68.3462,495.3329,47.6064,185.0002,29.5183,917.7308
다사617488,463.4685,62.0115,342.4006,90.5062,356.5155,442.4222,402.9155,2160.24,584.6454,57.5158,322.9608,68.9792,430.1108,455.8668,479.2966,2399.3754,608.996,76.3003,357.3448,75.7152,530.8287,432.9783,509.1757,2591.339
다사617489,51.747,410.469,322.2774,190.432,300.7373,391.0405,105.1672,1771.8704000000002,66.7121,580.6643,433.6029,167.2084,402.7162,366.3635,109.5952,2126.8626,33.5871,250.3901,231.2396,162.8127,200.1385,382.8612,111.2133,1372.2424999999998
다사617490,395.729,348.9184,75.3839,160.4833,267.6198,342.1494,46.4598,1636.7436000000002,265.9209,334.9249,80.7087,83.029,374.0339,309.1892,38.1151,1485.9217,213.9954,495.6998,91.9266,223.0155,385.3623,210.6326,60.2538,1680.886
다사617491,351.0923,258.311,229.5634,0.8119,166.1115,281.4771,219.1063,1506.4734999999998,496.7143,252.0561,326.6336,1.1927,86.4112,321.3721,153.5345,1637.9145,467.6482,215.9427,334.2001,0.8609,218.7505,151.9173,122.9824,1512.3021
다사617492,327.2975,340.4828,62.826,342.5555,257.9688,7.5562,464.8495,1803.5363,405.9722,400.9971,84.8866,202.0867,172.1321,10.0622,647.8178,1923.9547000000002,402.1908,445.4104,55.9469,294.6634,340.9402,7.1042,483.3651,2029.621
다사617493,272.7425,107.6513,30.3029,228.3484,339.0706,261.23,347.5528,1586.8985,308.266,139.9892,42.1424,230.2492,345.0563,158.4451,488.6418,1712.79,278.9013,72.5615,45.1504,305.2472,290.9348,179.5689,388.0609,1560.425
다사617494,242.9054,410.815,119.8848,222.9927,164.4062,66.9571,138.4301,1366.3913000000002,184.1419,326.8433,145.242,141.2808,135.1325,95.2642,187.1479,1215.0526,234.0802,472.2139,101.2164,321.2901,104.5312,49.6356,112.0474,1395.0148
다사617495,468.1547,292.8502,213.5396,169.8195,129.044,269.5302,266.409,1809.3472000000002,275.6753,226.0279,172.0093,223.0449,84.582,392.6992,276.816,1650.8546,478.7658,234.5079,254.3542,85.1313,113.7141,372.2178,374.5694,1913.2604999999999
다사617496,494.3576,496.731,289.0185,257.9599,480.735,438.0885,155.6631,2612.5536,713.3712,399.3845,183.9969,273.4956,510.3208,468.5237,128.1796,2677.2723000000005,331.4038,550.3393,279.2716,211.9935,393.1021,598.3424,87.8134,2452.2661
다사617497,95.2373,404.9608,254.4815,425.2861,24.0326,276.1355,272.2491,1752.3829,86.4444,504.39,172.338,238.4614,33.7333,164.855,314.3364,1514.5585,115.7422,274.4448,357.3986,443.4661,28.5387,390.9506,233.1722,1843.7132000000001
다사617498,142.5207,459.5498,65.1024,99.0999,438.1924,478.0303,212.8322,1895.3277,135.9107,598.7611,76.1481,115.0385,390.349,460.8379,310.6565,2087.7018,137.7457,594.7251,44.6556,145.3843,334.6916,571.9469,253.4658,2082.615
