GID,A00,A10,A20,A30,A40,A50,A60,TOTAL,WD_A00,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_TOTAL,HD_A00,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_TOTAL
다사612482,26.0714,436.5419,171.7084,267.4464,223.7035,333.8186,223.1931,1682.4833,22.5294,556.5892,196.1006,363.3563,182.3594,213.022,273.5822,1807.5391,25.174,458.8308,129.5606,264.7051,230.4792,189.6879,167.9617,1466.3992999999998
다사612483,248.1209,311.2142,17.7019,367.6328,249.8688,149.5684,149.2691,1493.3761,298.3429,170.0187,16.9023,520.8158,232.2978,79.2241,117.3632,1434.9648,134.1748,202.7183,24.3061,250.669,180.3186,192.1877,176.7476,1161.1220999999998
다사612484,314.9701,119.6987,451.9826,358.7095,363.5805,65.0079,433.6196,2107.5689,258.2106,76.3893,356.1605,186.7867,241.5735,57.2395,430.6023,1606.9624,238.4245,169.8654,359.334,327.2457,327.5751,47.5904,362.3078,1832.3429
다사612485,367.4525,443.8261,185.8812,220.1716,444.5173,141.7141,181.0812,1984.644,258.9071,287.2049,195.9401,189.4148,321.8983,85.6373,263.9505,1602.9530000000002,202.4676,520.0862,257.7795,286.147,222.7901,73.0175,235.6877,1797.9755999999998
다사612486,457.5041,485.2051,4.5696,260.9176,295.7434,335.37,178.603,2017.9128,663.2833,292.708,5.3763,299.8098,185.1966,486.5589,111.2965,2044.2294,554.8457,481.4475,4.8472,279.198,260.8191,469.7074,150.2079,2201.0728
다사612487,394.0088,153.6969,185.9271,31.9843,51.1434,263.5981,440.0387,1520.3973,305.0216,112.2205,152.2109,17.1935,30.5758,335.578,560.929,1513.7293,465.8211,172.7443,238.0434,45.916,64.7127,249.3819,428.7277,1665.3471
다사613480,282.36,103.9795,255.1867,498.849,498.3561,163.3925,435.9533,2238.0771,287.5593,123.4963,204.8876,331.0512,490.5455,194.1066,256.2423,1887.8888000000002,253.2377,124.882,334.0162,274.2352,672.2528,235.3901,435.6499,2329.6639
다사613481,323.9978,231.8102,141.993,75.638,449.5714,88.9066,377.52,1689.437,406.8843,181.545,202.3023,109.7075,450.7586,54.8891,204.7898,1610.8766000000003,206.5937,228.4014,194.7317,40.785,613.8643,128.5245,189.1687,1602.0692999999999
다사613482,37.5469,91.8293,201.1584,50.7715,410.923,478.4089,80.7894,1351.4274,50.2009,123.8118,193.3494,68.7014,266.3618,555.5534,99.5848,1357.5635000000002,51.3474,131.4953,151.5717,57.8052,240.5456,716.2254,98.0189,1447.0095000000001
다사613483,368.8758,438.3514,133.533,314.1607,323.1515,62.6816,482.6796,2123.4336,547.2028,422.8918,140.0554,293.6926,334.2962,54.8366,547.768,2340.7434000000003,453.7597,344.4443,116.1971,388.6434,256.4147,48.3235,324.7636,1932.5463
다사613484,358.7195,318.3717,480.4375,440.994,389.1386,439.3301,205.2156,2632.207,537.8736,363.5092,367.7582,591.2337,368.8866,376.9906,107.9059,2714.1578000000004,209.0375,191.3592,290.5308,346.7489,489.8525,377.7109,252.9916,2158.2314
다사613485,310.5909,388.8657,284.9287,38.7591,168.6954,407.8663,137.2774,1736.9834999999998,254.091,507.3657,397.7464,26.1536,217.297,351.4477,98.9579,1853.0593,230.2892,395.3903,278.9884,35.2113,206.5248,304.9587,88.8008,1540.1635
다사613486,59.24,330.6661,192.2986,491.8945,439.417,470.2978,187.835,2171.649,60.8268,314.0915,269.3164,723.7889,636.2276,288.3488,209.847,2502.4470000000006,60.9703,205.4335,97.9219,606.9107,429.2167,323.1108,196.6682,1920.2321
다사613487,184.957,122.3849,497.5791,458.1558,294.938,168.7339,103.8861,1830.6347999999998,235.241,102.4993,303.8096,348.463,388.4102,126.9522,145.1829,1650.5582,133.9323,135.9813,258.0562,526.9473,214.1989,244.454,84.7874,1598.3574
다사613488,43.6155,11.0727,271.8328,135.5775,74.0419,330.3606,165.303,1031.804,24.5029,13.5147,210.4238,149.3835,102.5154,307.4376,148.1157,955.8935999999999,42.7502,13.2186,268.8036,78.1052,61.9445,433.436,181.5561,1079.8142
다사613489,10.3427,216.3963,220.2691,391.7225,206.2125,148.7931,350.6831,1544.4193000000002,7.9453,211.8795,247.771,491.0235,295.9183,87.6277,525.3111,1867.4764,13.9958,207.5023,200.3126,238.5183,128.0029,201.1577,360.917,1350.4065999999998
다사614474,446.1209,28.6963,487.319,315.3499,184.6852,495.2353,422.9837,2380.3903,308.5549,18.1577,540.0118,403.1947,192.8157,366.8751,583.9351,2413.545,326.5474,14.9913,487.8093,253.8804,215.1371,702.0131,239.5575,2239.9361
다사614475,484.5386,313.578,104.0492,76.9957,9.605,13.7518,96.177,1098.6952999999999,404.0639,292.7903,58.2806,99.5444,13.9111,15.5846,70.0363,954.2112000000001,670.5589,374.1926,100.0885,51.6421,11.7085,8.2624,128.4767,1344.9297000000001
다사614479,223.9666,36.6853,187.7271,220.6395,209.1681,195.0086,383.7172,1456.9124000000002,265.855,32.3919,141.0456,228.3997,229.2171,147.0003,362.4041,1406.3137,269.3375,19.8246,192.1973,235.2922,273.3997,111.4918,424.5034,1526.0465
다사614480,358.9556,470.6217,100.8091,85.7832,333.8856,136.2373,45.9793,1532.2717999999998,289.6303,584.8041,140.9063,98.834,278.2735,75.7266,39.0994,1507.2741999999998,350.023,390.9191,53.3921,45.2424,452.9326,100.6162,55.4371,1448.5625
다사614481,150.6444,483.0034,364.5701,383.1696,325.8917,21.7524,75.0708,1804.1024,191.2866,642.5118,230.327,463.699,330.4076,21.079,40.3519,1919.6628999999998,165.0318,654.7602,201.4504,527.6245,412.2553,19.2103,102.9776,2083.3101
다사614482,130.1587,194.6452,98.3096,418.4439,148.3566,216.447,378.5505,1584.9115,121.4663,204.3589,82.398,299.374,77.3461,137.4865,410.478,1332.9078,183.1976,127.3203,117.9187,314.0158,100.2581,275.7982,263.8588,1382.3675
다사614483,314.1882,432.2584,370.2702,428.828,64.1299,381.5108,362.7186,2353.9040999999997,323.4962,450.4088,542.4406,453.3273,73.3361,359.193,422.8954,2625.0974,409.0888,636.1479,438.9199,412.7626,86.8808,493.0595,487.3864,2964.2458999999994
다사614484,384.5243,348.3612,430.4628,225.1834,332.8803,267.7544,352.8805,2342.0469000000003,246.0414,520.1615,371.1539,163.9738,383.924,230.6586,381.4903,2297.4035,401.2089,421.6575,525.3967,317.1851,275.259,211.2084,463.729,2615.6446
다사614485,62.4805,252.1878,479.937,224.9885,391.2566,321.4742,415.8936,2148.2182,49.9015,364.278,394.1454,293.6432,256.6114,233.6792,617.0702,2209.3289,89.9099,129.6155,506.1055,262.364,264.7146,435.89,434.3793,2122.9788
다사614486,248.7052,36.2195,79.8703,487.9603,255.0399,140.6193,380.7615,1629.1760000000002,354.1412,33.7035,110.5181,325.8567,296.5048,151.2173,427.9189,1699.8605000000002,192.143,34.8714,115.9553,616.0253,139.2006,141.2292,420.3872,1659.812
다사614487,492.0485,141.0563,113.2998,257.4462,203.1216,225.3618,320.2053,1752.5394999999999,659.2905,130.3773,135.5,186.0791,214.9417,288.6276,204.6954,1819.5116,550.5879,90.6676,71.9745,210.9741,210.0422,126.3014,281.236,1541.7837
다사614488,160.6045,212.3971,271.0124,266.2706,430.3219,0.2955,115.2529,1456.1548999999998,127.972,309.4076,291.3757,250.4405,427.6291,0.2205,127.7182,1534.7636,179.546,272.6695,200.9436,193.6908,534.7225,0.1975,75.1407,1456.9106
다사614489,241.3151,112.535,192.7589,376.2462,435.5398,232.2477,348.3797,1939.0223999999998,245.438,129.0318,133.7108,352.1725,360.5678,189.6226,350.2363,1760.7798,216.6552,71.3316,200.608,393.97,297.3675,203.3574,317.537,1700.8267000000003
다사614490,5.0783,139.2391,398.0127,359.5504,304.5575,376.3504,169.2789,1752.0673000000002,6.6861,180.2793,592.3123,355.6609,213.8115,312.4935,122.3877,1783.6313000000002,7.3496,110.2577,585.119,285.7015,164.9754,341.2268,139.9358,1634.5658
다사614491,285.4472,494.8746,293.3897,345.1845,242.5067,155.1786,190.3578,2006.9390999999998,191.0637,616.2785,170.9967,219.368,327.8897,214.177,253.6346,1993.4082,145.3062,253.1351,177.5904,189.1896,135.0976,177.5827,209.0605,1286.9621
다사615474,357.3859,233.2818,358.2986,343.7496,12.2264,180.7648,82.0052,1567.7123000000001,240.442,286.6798,434.5607,316.5734,9.8819,213.9597,58.9105,1561.0080000000003,209.5563,333.9142,373.3291,305.7138,15.9359,213.0159,96.8253,1548.2905
다사615475,419.4128,296.4523,495.192,295.3764,371.6002,282.9989,340.0098,2501.0424,482.0298,161.1284,680.3908,172.8448,206.3128,296.5883,480.3959,2479.6908,286.9205,218.3572,741.9444,385.2019,445.1596,312.6428,420.3407,2810.5671
다사615476,226.535,467.3375,130.7407,363.2084,206.0369,83.7091,0.088,1477.6556,240.7641,286.4623,115.4007,401.6087,254.5796,90.919,0.0729,1389.8073,293.7116,572.6168,175.7781,249.2195,240.5663,86.2988,0.0862,1618.2772999999997
다사615477,104.8608,29.476,90.1228,182.3526,157.2712,445.3197,211.8948,1221.2979,111.1879,20.9073,57.0811,221.4028,138.9784,605.504,107.8502,1262.9117,79.1105,39.8304,78.4232,181.8666,169.4473,587.0137,315.8629,1451.5546
다사615479,486.2842,119.1508,244.5255,118.0763,63.9242,255.251,488.6539,1775.8658999999998,548.4471,145.1726,322.1498,87.9163,76.9721,339.5463,696.676,2216.8802,689.7605,110.3283,166.6327,109.8454,79.3758,325.9256,518.0607,1999.929
다사615480,491.8693,356.7988,178.0047,79.5917,141.4179,466.8429,394.0396,2108.5649,623.4048,195.212,252.7561,47.617,103.0705,589.6559,432.1454,2243.8617,315.5559,300.6272,195.5151,49.1349,207.395,372.3454,514.2072,1954.7806999999998
다사615481,328.3145,21.2425,19.2294,89.5495,495.9156,476.8895,367.0283,1798.1693,201.0779,28.4155,12.7246,85.1981,701.6678,393.3183,548.3111,1970.7133,352.9689,15.0062,25.9365,80.384,346.4374,294.3134,507.6385,1622.6849000000002
다사615482,265.8838,450.4396,296.6154,15.2834,252.3283,54.6279,265.9868,1601.1652,155.3928,226.8582,399.5456,14.315,313.0577,72.4376,258.6631,1440.27,304.6671,652.2178,301.0962,14.4991,261.0788,46.1082,260.5045,1840.1716999999999
다사615483,264.1378,266.1922,466.4828,154.9244,242.9799,158.2825,295.9785,1848.9781,373.3806,351.7835,697.5853,148.3033,187.5558,114.8162,230.2095,2103.6342,146.1486,257.4583,373.5509,94.1137,142.033,99.9591,252.2362,1365.4998
다사615484,354.9376,214.1518,368.3305,296.4707,255.3802,99.7473,99.1443,1688.1624,304.5846,217.2103,468.5005,297.8128,138.271,143.7818,124.886,1695.0469999999998,339.6899,198.6174,199.0045,261.5536,340.7155,99.054,86.2859,1524.9208000000003
다사615485,51.0382,148.7463,491.4983,385.4274,2.6927,276.2828,102.3108,1457.9965,71.6396,82.2586,335.6619,437.3818,2.9335,285.274,64.5402,1279.6896,74.5504,94.1545,559.5154,483.4513,2.881,156.4727,74.3274,1445.3527
다사615486,89.0931,308.3452,7.3612,498.0654,5.9611,226.823,235.3992,1371.0482000000002,120.8975,335.3045,6.261,625.9883,7.0029,145.1479,341.1064,1581.7084999999997,110.3239,404.6085,4.6274,545.5867,5.5345,256.3344,122.4699,1449.4852999999998
다사615487,223.1735,307.4553,490.6278,481.135,334.1794,27.5916,268.0948,2132.2574,306.7505,230.7603,344.3966,342.8816,440.8462,20.7316,166.605,1852.9718,124.5298,171.3843,303.6395,574.6524,359.5105,29.0368,248.9101,1811.6634000000001
다사615488,86.6264,347.2017,381.0779,347.9971,10.4052,444.6802,348.3117,1966.3002,54.618,353.7919,541.1727,278.4466,11.5814,393.7347,418.9175,2052.2628,67.807,420.0039,319.0636,192.107,10.2665,302.3205,384.2251,1695.7936
다사615489,173.8853,350.6918,455.2357,43.2912,323.3218,311.0695,93.9127,1751.4080000000001,162.574,366.9171,528.4492,39.4996,257.2845,241.8642,49.8361,1646.4247,251.4417,507.837,654.771,51.0851,266.1973,344.0816,87.8415,2163.2552
다사615490,87.5448,323.009,39.5372,23.3455,368.5352,281.4979,261.2835,1384.7531000000001,92.0663,397.7881,32.2918,28.8842,532.9631,275.8107,139.6151,1499.4193,91.5435,476.9819,40.5037,17.8314,421.6982,213.3605,278.2005,1540.1197
다사615491,464.7846,279.2163,445.9484,79.4444,86.8392,349.3337,94.3362,1799.9028,282.836,311.1568,438.7401,96.4278,108.0032,268.8821,81.6049,1587.6509,683.4436,313.7618,445.087,52.868,106.4779,410.615,74.781,2087.0343
다사615492,435.5811,388.3651,417.5773,310.2264,133.3058,154.9619,57.6163,1897.6339,469.7012,349.8748,229.2943,459.2674,176.75,203.7318,80.4865,1969.106,321.7691,543.3551,484.3933,400.2846,70.7922,138.7908,40.424,1999.8091
다사615493,220.9461,303.2623,66.6179,65.8633,79.6884,285.7324,405.421,1427.5313999999998,193.7039,250.6763,99.0265,42.8127,109.158,192.3036,351.4401,1239.1210999999998,153.4896,191.1149,66.7252,83.9226,75.3386,181.2318,501.4899,1253.3126
다사615494,163.8866,149.4703,349.8878,312.0069,176.3731,70.495,64.0656,1286.1852999999996,242.4255,188.3007,523.5643,404.1398,218.998,100.5737,60.7056,1738.7076,128.7828,145.6192,191.5084,174.213,171.5845,46.98,68.6327,927.3206000000001
다사616477,56.0713,433.6977,341.1407,199.4628,259.562,484.5294,172.0623,1946.5261999999998,57.9095,370.8715,249.7163,293.8639,236.926,453.5163,102.3172,1765.1207,69.8034,370.5152,335.7159,260.197,255.0282,664.7268,93.8892,2049.8757
다사616478,465.053,468.445,67.9364,185.294,351.0449,431.5429,60.9529,2030.2691000000002,244.058,466.9081,39.5911,264.6387,353.9696,614.3457,62.354,2045.8652,492.962,528.7234,66.1836,214.832,202.6265,246.1538,86.6228,1838.1041000000002
다사616479,200.0076,131.7235,189.0065,465.8107,387.6888,88.0378,56.0046,1518.2794999999999,100.3977,173.4531,229.6275,264.0978,479.5125,127.6199,54.5698,1429.2783,253.3982,185.3835,155.5045,579.65,483.0021,46.9263,49.3629,1753.2275000000002
다사616480,423.2105,183.5778,422.7219,332.1263,379.5223,131.7493,132.2896,2005.1977000000002,465.339,120.9062,470.1217,278.9505,335.7357,84.5218,103.8994,1859.4742999999999,538.7358,235.3654,484.4423,227.6083,283.1474,175.4431,154.001,2098.7433
다사616481,85.6038,344.9853,296.7674,322.6294,340.9242,352.7147,155.0556,1898.6804,97.2977,331.727,269.56,272.2659,250.0869,198.5259,86.661,1506.1244000000002,84.0995,261.6014,353.0188,261.1909,431.8369,499.1148,223.2375,2114.0998000000004
다사616482,419.194,59.8531,320.0126,323.1919,395.6809,150.0143,98.045,1765.9918000000002,224.3417,64.2377,224.0717,362.1887,517.2342,151.0866,128.5917,1671.7523,294.3314,75.9196,432.7019,354.4707,401.5201,184.9638,62.9534,1806.8609000000001
다사616483,169.0513,487.2888,314.1994,416.5944,175.5716,187.5072,203.7967,1954.0094,239.9194,314.258,239.8074,422.3828,208.4629,132.3982,182.4094,1739.6381000000001,232.4171,546.3749,439.0225,549.7458,159.063,162.7102,131.4107,2220.7442
다사616484,328.1942,337.7951,342.2483,426.6475,479.9974,409.5741,441.6554,2766.112,410.2084,375.7679,305.7116,448.0225,433.0383,425.4746,485.1402,2883.3634999999995,248.0596,475.1882,463.2067,388.0489,624.0402,234.0228,467.3041,2899.8705
다사616485,94.3993,157.3302,290.3536,82.7606,495.3542,158.3378,305.0565,1583.5922,77.768,173.9415,310.9447,57.0818,547.405,225.5245,446.0051,1838.6706000000001,80.854,183.5615,319.4721,54.8119,262.608,153.6926,169.9318,1224.9319000000003
다사616486,465.039,397.8083,349.061,150.8185,321.7705,160.1569,425.9807,2270.6349,307.9048,248.8757,323.0849,200.9555,405.2853,100.1079,629.1459,2215.36,490.4494,541.3058,301.7283,169.6032,430.9909,175.1583,591.3653,2700.6012
다사616487,457.9599,205.1174,498.9513,121.3274,194.2989,382.102,53.4039,1913.1607999999999,656.9557,303.1622,681.8503,86.3287,290.9584,522.3145,71.6562,2613.2259999999997,267.0582,172.6033,417.8434,175.1431,110.9455,250.7482,61.8136,1456.1553
다사616488,228.5173,51.1009,278.6156,428.6682,478.3419,25.7573,118.2074,1609.2086,295.6831,55.9365,395.6494,607.5168,262.8658,25.7264,74.8668,1718.2448000000002,337.3945,69.1506,341.7786,381.2058,572.8344,18.8729,100.2913,1821.5281
다사616489,40.5304,479.9724,71.6867,176.3715,496.9726,244.4254,286.6267,1796.5857,54.5748,677.0163,54.2046,221.6265,607.7339,228.3552,317.7107,2161.2219999999998,37.079,595.466,104.9518,104.0999,471.5764,286.3669,195.6238,1795.1638
다사616490,430.8506,151.6181,114.7468,442.8155,3.1861,149.5122,357.9734,1650.7027,389.7637,85.3558,94.6242,636.0574,3.057,163.6955,389.69,1762.2436000000002,460.2616,181.8306,104.894,387.5997,1.9723,116.5927,339.362,1592.5129
다사616491,74.408,99.1791,38.8391,364.5407,97.2053,123.8312,444.153,1242.1563999999998,110.7545,103.2735,38.9373,295.2951,50.7687,164.6792,317.2745,1080.9828,106.7035,60.6129,22.3574,202.9972,75.4641,90.8261,523.4222,1082.3834000000002
다사616492,355.3862,115.0637,13.2353,135.5145,213.7346,133.7386,130.1222,1096.7950999999998,254.2766,130.4779,10.7935,84.7546,309.1956,67.1775,155.2294,1011.9051,322.5991,116.9947,9.2798,165.4262,247.2123,93.5263,113.3707,1068.4091
다사616493,437.1276,151.283,294.1983,413.879,167.7992,98.9929,216.1158,1779.3958,379.1339,213.1206,312.2587,242.5102,234.3858,140.4111,132.4653,1654.2856000000002,500.6933,116.647,165.1947,221.6464,182.5959,87.3166,177.2876,1451.3815
다사616494,198.6093,360.9094,185.2839,45.8562,471.4721,75.5871,99.6684,1437.3863999999999,229.7456,331.9818,254.6292,46.7019,660.3106,83.0728,66.8669,1673.3087999999998,199.9728,226.2165,208.875,46.084,415.4934,51.2861,139.3237,1287.2515
다사616495,178.4114,167.172,313.6227,60.8752,302.7229,400.4427,71.5089,1494.7558,140.724,96.2298,375.1112,37.9937,366.1217,214.1533,44.3532,1274.6869,209.4271,200.6258,367.3521,67.1132,205.2686,215.0221,68.4008,1333.2096999999999
다사616496,441.831,310.5481,36.1732,91.9913,374.8955,305.6092,375.0698,1936.1181,285.7371,332.0012,50.2515,96.2138,340.3957,391.5299,447.5746,1943.7037999999998,241.8271,167.9438,52.3891,91.0343,387.2463,280.5896,279.4033,1500.4335
다사617478,436.3861,226.335,456.8549,126.7038,398.0061,389.9814,455.7178,2489.9851,432.1435,234.462,506.7154,130.0677,317.8041,231.9473,387.9625,2241.1025,458.0104,269.0984,426.2655,133.3252,342.7331,463.8728,398.5157,2491.8210999999997
다사617479,93.7141,276.5797,84.911,110.4169,349.3354,266.2412,180.3777,1361.576,81.5341,178.792,109.6834,138.4842,326.1732,258.5354,213.6682,1306.8705,50.1378,310.0224,48.3266,126.6079,222.8636,144.9723,240.4406,1143.3712
다사617480,262.7614,438.8291,45.5769,236.5647,0.6998,0.7851,244.1905,1229.4075,228.604,632.2188,61.0554,180.8969,0.945,0.7301,129.8237,1234.2739,215.9132,565.1516,54.5444,267.03,0.5089,0.6772,283.7113,1387.5366000000001
다사617481,389.3747,60.5857,484.8084,112.348,404.1332,293.1562,318.6151,2063.0213,387.4074,82.7034,294.0209,125.6764,320.457,314.9699,287.1289,1812.3639,394.6046,60.9763,348.0982,131.8034,232.07,340.1762,356.2743,1864.0030000000002
다사617482,198.8078,56.9315,206.5902,74.7703,135.0082,202.5994,48.563,923.2704,129.3761,59.0624,105.0218,61.3524,123.6567,247.5827,46.0867,772.1388,136.1712,58.3571,249.7764,67.4823,171.2354,228.29,32.6213,943.9337
다사617483,206.4241,148.7635,307.9237,61.2792,37.7561,421.1418,358.5665,1541.8548999999998,288.6042,201.9765,343.5937,67.1307,19.8981,455.0191,426.3883,1802.6106,266.0649,192.7526,171.7919,53.381,22.4849,316.2151,401.7452,1424.4356
다사617484,310.7045,12.8813,133.7873,478.1441,45.7383,151.141,434.3027,1566.6992,361.0233,8.3038,111.4082,281.7683,57.8845,94.9075,246.3015,1161.5971,294.7288,12.4824,100.5713,557.569,23.1772,207.2759,420.6881,1616.4927
다사617485,124.3,411.07,280.5372,307.4833,454.3074,217.0571,87.4449,1882.1998999999998,144.9318,460.0762,254.9235,155.0876,542.1582,121.6432,89.9449,1768.7653999999998,120.3936,276.2156,366.841,300.5146,502.1686,309.8608,70.9184,1946.9125999999999
다사617486,419.2748,162.3728,309.857,288.5781,334.2868,194.9101,52.8606,1762.1402,439.2738,119.7591,317.5031,316.6926,478.4919,129.259,60.4746,1861.4541000000002,500.6588,214.1511,222.3251,428.4018,322.624,196.463,70.9401,1955.5638999999999
다사617487,49.43,20.5821,291.8309,406.1257,481.5951,426.3522,319.3182,1995.2341999999999,45.253,18.1624,153.7281,447.1225,401.0585,344.8911,473.3462,1883.5618000000002,25.1931,22.9163,229.2168,583.3899,687.3662,216.1052,307.0168,2071.2043
다사617488,312.6279,480.3025,298.6243,198.703,407.7866,318.041,408.2198,2424.3051,435.4331,515.1404,328.8901,200.8063,595.8955,469.2018,398.9077,2944.2748999999994,183.5241,495.6399,284.0643,138.0413,279.9928,224.6811,542.0454,2147.9889000000003
다사617489,394.9827,345.5664,495.1087,203.8942,141.7263,429.4278,18.3471,2029.0531999999998,459.4692,307.4732,439.7203,179.268,152.6038,540.5771,21.0314,2100.143,466.6484,464.4918,659.4634,219.7969,82.036,345.6505,16.1228,2254.2098
다사617490,1.6577,371.9184,151.6446,437.7181,238.2878,437.9963,57.2904,1696.5133,2.0874,493.9304,204.1657,355.1233,352.6987,220.5918,59.1499,1687.7471999999998,1.8859,263.5445,115.2256,278.7858,357.2346,607.3833,39.042,1663.1017
다사617491,42.0097,461.161,363.1429,186.4091,47.8367,214.4643,346.9827,1662.0064000000002,48.1241,627.8488,415.2224,200.176,34.6629,230.0168,230.6608,1786.7118,34.3454,386.8757,472.8702,128.2711,28.1272,185.0787,245.7741,1481.3424
다사617492,195.6008,5.1357,348.879,454.379,315.9884,194.9008,214.3152,1729.1988999999999,104.627,3.3058,427.6062,310.7696,383.603,277.9331,261.9307,1769.7754,100.3233,5.8357,253.001,593.5165,262.7485,269.0654,215.9766,1700.4669999999999
다사617493,247.9532,359.5297,327.6261,221.0593,150.0127,305.1813,488.5647,2099.9269999999997,138.0869,422.4477,358.7429,173.9731,139.8408,163.6401,321.8053,1718.5367999999999,315.8426,386.5282,197.7689,279.1984,221.7838,385.7392,536.5835,2323.4446
다사617494,401.8597,362.2592,373.7273,456.6247,104.3167,310.509,275.2552,2284.5518,313.1836,260.004,410.3876,280.2283,106.6642,454.114,396.2911,2220.8728,315.8906,451.0203,480.4307,383.2787,80.7072,449.5577,287.7529,2448.6381
다사617495,422.0063,115.3625,196.3603,42.5642,305.5478,390.8887,152.6717,1625.4015,304.4903,80.9193,294.4072,59.8781,328.1286,267.5288,148.1819,1483.5342,498.6958,151.7156,132.2096,38.5639,196.5808,231.2808,89.9328,1338.9793
다사617496,197.8916,101.3047,222.283,388.1164,298.5638,69.266,494.2041,1771.6296,217.4023,52.4958,326.7221,426.6061,347.6345,77.5234,317.176,1765.5602,175.2337,136.5958,138.9231,443.6117,434.2219,42.5159,639.4089,2010.511
다사617497,160.0754,100.4389,78.8912,463.5337,242.1879,248.0647,467.6398,1760.8316,126.151,127.8275,49.3078,676.6367,308.1354,274.196,356.4241,1918.6784999999998,204.1911,112.9551,102.0135,521.5369,272.7738,160.9033,566.6594,1941.0330999999999
다사617498,272.1432,271.6987,452.8378,299.4843,17.4903,318.9916,341.8233,1974.4692,208.0022,357.2986,488.6143,364.6577,15.4654,216.2348,190.1188,1840.3917999999999,327.512,246.9972,473.5252,321.2313,25.0335,445.8054,214.7223,2054.8269
